"PID","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","species","country","localities","source","method","notes"
612,0,0,0,0,0,0,100,100,0,0,0,0,"Clupea harengus","Iceland","off southern and southwestern Iceland","Fishbase","Hand-geocoded",""
613,0,0,0,0,0,0,0,0,100,100,100,0,"Clupea harengus","UK Scotland","Off the Scottish east coast, autumn spawner","Fishbase","Hand-geocoded",""
614,0,0,0,0,0,0,0,0,100,100,100,0,"Clupea harengus","UK","Orkney Shetland area, autumn spawner","Fishbase","Hand-geocoded",""
615,0,0,0,0,0,0,0,0,100,100,100,0,"Clupea harengus","UK No Ireld","Point of Ayre and Maughold Head, North Irish Sea , 1998-2000","Fishbase","Hand-geocoded","No available suitability"
616,0,0,0,100,100,0,0,0,0,0,0,0,"Clupea harengus","UK Scotland","Rathlin, 1981","Fishbase","Hand-geocoded",""
617,0,0,0,100,100,0,0,0,0,0,0,0,"Clupea harengus","UK Scotland","Rathlin, 1981 (spawning ground)","Fishbase","Hand-geocoded",""
618,0,0,100,100,100,0,0,0,0,0,0,0,"Clupea harengus","Germany","Schlei fjord, Schleswig-Holstein, spring spawner","Fishbase","Hand-geocoded","No available suitability"
619,0,0,0,0,100,100,100,0,0,0,0,0,"Clupea harengus","Sweden","south-western, south-eastern and northeastern part of the Bothnian Sea","Fishbase","Hand-geocoded",""
620,0,0,100,100,100,0,0,0,0,0,0,0,"Clupea harengus","Norway","Telemark Coast, July 1963- Sept 1964","Fishbase","Hand-geocoded",""
621,0,0,0,0,100,0,0,0,0,0,0,0,"Clupea harengus","UK","Thames Estuary, 1982","Fishbase","Hand-geocoded","No available suitability"
622,0,100,100,11,100,100,0,0,0,0,0,0,"Clupea harengus","Poland","Vistula Lagoon","Fishbase","Hand-geocoded",""
623,0,100,100,100,0,0,0,0,0,0,0,0,"Clupea harengus","Norway","West coast","Fishbase","Hand-geocoded",""
624,100,100,90,100,100,0,0,0,0,0,100,100,"Clupea harengus","","Western and southwestern Baltic","Fishbase","Hand-geocoded",""
625,0,0,0,0,0,0,0,100,100,100,0,0,"Clupea harengus","UK","Whitby, Dogger, Northeast Bank","Fishbase","Hand-geocoded",""
626,0,0,100,100,100,100,0,0,0,0,0,0,"Clupea pallasii pallasii","Alaska","Bering Sea","Fishbase","GeoNames geocoding",""
627,0,0,0,0,0,100,0,0,0,0,0,0,"Clupea pallasii pallasii","Alaska","Bering Sea near St. Michael","Fishbase","Hand-geocoded",""
628,0,100,100,100,100,100,100,0,0,0,0,0,"Clupea pallasii pallasii","Canada","British Columbia","Fishbase","Hand-geocoded",""
629,100,100,100,100,0,0,0,0,0,0,0,100,"Clupea pallasii pallasii","USA","California","Fishbase","GeoNames geocoding",""
630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clupea pallasii pallasii","Canada","Central British Columbia, 1974","Fishbase","Hand-geocoded",""
631,0,0,0,0,100,100,0,0,0,0,0,0,"Clupea pallasii pallasii","Alaska","Kodiak I.","Fishbase","GeoNames geocoding",""
632,0,0,0,100,100,0,0,0,0,0,0,0,"Clupea pallasii pallasii","Alaska","Prince William Sound","Fishbase","Hand-geocoded",""
633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clupea pallasii pallasii","Canada","S. Strait of Georgia, 1985","Fishbase","Hand-geocoded",""
634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clupea pallasii pallasii","Alaska","Sout-east Alaska","Fishbase","Hand-geocoded",""
635,0,0,100,100,0,0,0,0,0,0,0,0,"Clupea pallasii pallasii","Alaska","southeastern Alaska","Fishbase","Hand-geocoded",""
636,100,0,0,100,100,0,0,0,100,100,0,100,"Cololabis saira","Japan","Honshu","Fishbase","Hand-geocoded",""
637,0,0,0,0,0,100,100,100,0,0,0,0,"Conger conger","Portugal","Not stated.","Fishbase","Exclusive economic zone",""
638,0,0,0,0,0,100,100,100,0,0,0,0,"Conger oceanicus","USA","Off the coast of New England","Fishbase","Hand-geocoded",""
639,0,0,0,100,100,0,0,0,100,100,0,0,"Congresox talabonoides","India","Indian Sea","Fishbase","Multiple EEZs by FAO region",""
640,0,0,100,100,0,0,0,0,0,0,0,0,"Conodon nobilis","Brazil","Ceará","Fishbase","GeoNames geocoding","No available suitability"
641,0,0,0,100,100,100,100,100,0,0,0,0,"Coris julis",NA,"Mediterranean Sea","Fishbase","Multiple EEZs by FAO region",""
642,0,0,0,0,100,100,0,0,0,0,0,0,"Coryphaena japonica","Japan","Japan","Fishbase","Exclusive economic zone",""
643,0,0,100,100,100,0,0,0,0,0,0,0,"Coryphaena perciformis",NA,"Eastern Atlantic","Fishbase","Multiple EEZs by FAO region",""
644,0,0,0,0,100,100,0,0,0,0,0,0,"Coryphaena plumieri","Brazil","Ceará","Fishbase","GeoNames geocoding","No available suitability"
645,0,0,0,0,0,0,100,100,0,0,0,0,"Coryphaena psittacus",NA,"Mediterranean","Fishbase","Hand-geocoded",""
646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coryphaena rupestris","UK Scotland","Hebrides Terrace","Fishbase","Hand-geocoded","No available suitability"
647,0,0,0,0,0,100,100,100,100,100,100,0,"Coryphaena rupestris","Iceland","Iceland","Fishbase","Exclusive economic zone",""
648,0,0,100,100,100,0,0,0,100,100,100,0,"Coryphaena rupestris","","Northeastern Atlantic","Fishbase","Multiple EEZs by FAO region",""
649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coryphaena rupestris","","Reykjanes and Mid-Atlantic ridge","Fishbase","Multiple EEZs by FAO region",""
650,0,0,0,100,0,0,0,0,0,0,0,0,"Coryphaena rupestris","Iceland","Rockall and Hatton Banks, 1975","Fishbase","Hand-geocoded",""
651,0,0,0,0,0,0,100,100,100,100,100,0,"Coryphaena rupestris","UK","Rockall trough, 1993-95","Fishbase","Hand-geocoded",""
652,0,0,0,0,0,0,0,100,100,100,100,0,"Coryphaena rupestris","Norway","Skagerrak (Norwegian Deep), 1986-87","Fishbase","Hand-geocoded",""
653,0,0,0,100,0,0,0,0,100,100,0,0,"Coryphaenoides firmisquamis","USA","Oregon","Fishbase","Hand-geocoded",""
654,0,0,0,100,100,0,0,0,0,0,0,0,"Coryphaenoides ingolfi",NA,"Rockall Trough","Fishbase","Hand-geocoded",""
655,0,0,0,0,0,100,100,100,100,100,100,0,"Coryphaenoides rupestris","Iceland","Iceland","Fishbase","Exclusive economic zone",""
656,0,0,100,100,100,0,0,0,100,100,100,0,"Coryphaenoides rupestris","","Northeastern Atlantic","Fishbase","Multiple EEZs by FAO region",""
657,0,0,0,100,0,0,0,0,0,0,0,0,"Coryphaenoides rupestris","Iceland","Rockall and Hatton Banks, 1975","Fishbase","Hand-geocoded",""
658,0,0,0,0,0,0,100,100,100,100,100,0,"Coryphaenoides rupestris","UK","Rockall trough, 1993-95","Fishbase","Hand-geocoded",""
659,0,0,0,0,0,0,0,100,100,100,100,0,"Coryphaenoides rupestris","Norway","Skagerrak (Norwegian Deep), 1986-87","Fishbase","Hand-geocoded",""
660,0,100,100,0,0,0,0,0,0,0,0,0,"Coryphaenoides simulus",NA,"California Current region","Fishbase","Multiple EEZs by FAO region",""
661,0,0,0,0,0,100,0,0,0,0,0,0,"Crenimugil crenilabis","Marshall Is.","Enewetak Atoll","Fishbase","Hand-geocoded","No available suitability"
662,100,100,100,100,100,100,100,0,0,0,0,0,"Ctenolabrus rupestris",NA,"Mediterranean Sea","Fishbase","Multiple entries",""
663,100,100,100,100,100,100,100,100,100,0,0,0,"Ctenosciaena gracilicirrhus","Brazil","Southeast, South","Fishbase","Hand-geocoded",""
664,100,100,100,100,100,100,0,0,0,100,100,100,"Ctenosciaena gracilicirrhus","Brazil","Southeast, South_","Fishbase","Hand-geocoded",""
665,0,100,100,100,100,0,0,0,0,0,0,0,"Cyclopterus lumpus","","Baltic Sea","Fishbase","ArcGIS geocoding",""
666,0,0,0,0,0,100,100,100,0,0,0,0,"Cyclopterus lumpus","","North Atlantic","Fishbase","Multiple EEZs by FAO region",""
667,0,0,0,0,100,100,0,0,0,0,0,0,"Cyclopterus lumpus","Greenland","west coast of Greenland","Fishbase","Hand-geocoded",""
668,0,0,0,0,100,100,100,100,100,100,0,0,"Cymatoceps nasutus","South Africa","South Africa","Fishbase","GeoNames geocoding",""
669,100,100,100,100,100,100,100,100,100,100,100,100,"Cynoglossus canariensis","Senegal","Sénégal","Fishbase","Exclusive economic zone",""
670,100,100,100,100,100,100,100,100,100,100,100,100,"Cynoscion acoupa","Venezuela","Bay of El Tablazo, Straits of Maracaibo and  northern Lake Maracaibo","Fishbase","Hand-geocoded",""
671,0,0,0,0,0,0,0,0,0,0,0,100,"Cynoscion acoupa","Brazil","Ceará","Fishbase","GeoNames geocoding","No available suitability"
672,100,100,100,100,100,100,100,100,100,100,100,100,"Cynoscion acoupa","Brazil","Maranhâo, 2007-2008","Fishbase","Hand-geocoded",""
673,100,100,100,0,0,0,0,0,0,100,100,100,"Cynoscion analis","Peru","03° - 06°  S","Fishbase","Hand-geocoded",""
674,100,100,100,0,0,0,0,0,0,100,100,100,"Cynoscion analis","Peru","Paita","Fishbase","Hand-geocoded","No available suitability"
675,100,100,0,0,0,0,0,0,100,100,100,100,"Cynoscion jamaicensis","Venezuela","Northern coast of Paria Peninsula","Fishbase","Hand-geocoded",""
676,0,0,0,0,0,0,0,0,100,100,100,0,"Cynoscion jamaicensis","Brazil","Southeast, South","Fishbase","Hand-geocoded",""
677,0,0,100,0,0,0,0,0,0,0,100,0,"Cynoscion jamaicensis","Brazil","Southeast, South, 1993-1998","Fishbase","Hand-geocoded",""
678,100,100,100,100,100,100,100,100,100,100,100,100,"Cynoscion maracaiboensis","Venezuela","Bay of El Tablazo, Straits of Maracaibo and  northern Lake Maracaibo","Fishbase","Hand-geocoded",""
679,0,0,0,0,0,0,0,0,0,0,0,100,"Cynoscion maracaiboensis","Brazil","Ceará","Fishbase","GeoNames geocoding","No available suitability"
680,100,100,100,100,100,100,100,100,100,100,100,100,"Cynoscion maracaiboensis","Brazil","Maranhâo, 2007-2008","Fishbase","Hand-geocoded",""
681,0,0,0,100,100,100,100,100,100,0,0,0,"Cynoscion nebulosus","USA","Barataria Bay, Louisiana, 1994-95","Fishbase","Hand-geocoded","No available suitability"
682,0,0,0,0,0,100,100,100,100,0,0,0,"Cynoscion nebulosus","Mexico","Gulf of Mexico","Fishbase","ArcGIS geocoding","No available suitability"
683,0,0,0,0,100,100,0,0,0,100,100,100,"Cynoscion nothus","Mexico","Campeche Sound, Gulf of Mexico","Fishbase","Hand-geocoded",""
684,0,0,0,0,100,100,100,100,100,100,0,0,"Cynoscion nothus","USA","off Port Aransas, Texas, 1977-78","Fishbase","Hand-geocoded",""
685,0,0,0,100,0,0,0,0,0,0,0,0,"Cynoscion parvipinnis",NA,"Eastern Central Pacific","Fishbase","Hand-geocoded",""
686,0,0,100,100,100,100,100,100,100,0,0,0,"Cynoscion regalis","USA","Cape Haterras-Cape Fear, North Carolina ,1967-1970","Fishbase","Hand-geocoded",""
687,0,0,0,0,100,100,100,100,0,0,0,0,"Cynoscion regalis","USA","Chesapeake Bay","Fishbase","Hand-geocoded",""
688,0,0,0,0,100,100,100,100,100,0,0,0,"Cynoscion regalis","USA","Delaware Bay","Fishbase","ArcGIS geocoding","No available suitability"
689,0,0,0,0,100,100,0,0,0,0,0,0,"Cynoscion regalis","USA","North Carolina, 1912","Fishbase","Hand-geocoded",""
690,100,100,100,0,0,0,0,0,0,100,100,100,"Cynoscion striatus","Argentina","El Rincon, Buenos Aires (38°50'S-40°30'S)","Fishbase","Hand-geocoded","No available suitability"
691,100,100,100,0,0,0,0,0,0,100,100,100,"Cynoscion striatus","Uruguay","near Punta del Este (35°10'S-55°W)","Fishbase","Hand-geocoded",""
692,0,0,0,100,100,100,100,100,100,100,100,100,"Cynoscion striatus","Brazil","Rio Grande do Sul","Fishbase","Hand-geocoded",""
693,0,0,0,100,100,100,100,100,100,100,100,100,"Cynoscion striatus","Brazil","Southeast, South","Fishbase","Hand-geocoded",""
694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dalatias licha","","Northeast Atlantic","Fishbase","Multiple EEZs by FAO region",""
695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dalatias licha","New Zealand","to be filled","Fishbase","Exclusive economic zone",""
696,0,0,0,0,0,0,0,100,100,0,0,0,"Dalatias licha","Azores Is.","waters off the island","Fishbase","Exclusive economic zone",""
697,0,0,0,0,0,0,0,0,100,100,100,100,"Dasyatis centroura","Tunisia","Tunisia","Fishbase","Exclusive economic zone","No available suitability"
698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dasyatis guttata","Brazil","Caiçara do Norte (Sept 2003-Aug 2004)","Fishbase","Hand-geocoded","No available suitability"
699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dasyatis longa","Mexico","Bahía Almejas, Baja California Sur","Fishbase","Hand-geocoded","No available suitability"
700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dasyatis longus","Mexico","Bahía Almejas, Baja California Sur","Fishbase","Hand-geocoded","No available suitability"
701,0,100,100,0,0,0,0,0,0,0,0,0,"Dasyatis luhlii","Australia","Moreton Bay, April 2002-May 2006","Fishbase","Hand-geocoded",""
702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dasyatis pastinaca",NA,"Northeastern Atlantic, Mediterranean and Black Sea","Fishbase","Hand-geocoded",""
703,100,100,0,0,0,0,0,0,0,0,0,100,"Dasyatis uarnak","South Africa","to be filled","Fishbase","Exclusive economic zone",""
704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dasyatis ujo",NA,"Northeastern Atlantic, Mediterranean and Black Sea","Fishbase","Hand-geocoded",""
705,0,0,0,0,0,0,0,0,0,0,0,100,"Deania calcea","Ireland","Rockall Trough & Porcupine Bank (1996-97; 1999)","Fishbase","Hand-geocoded",""
706,100,100,100,100,100,100,100,100,100,0,0,100,"Decapterus macrosoma","Indonesia","Java Sea","Fishbase","Hand-geocoded",""
707,0,0,0,0,100,100,100,100,100,100,100,0,"Decapterus macrosoma","Indonesia","Java Sea (West Java, Central Java, South Kalimantan), 1992-1995,1998","Fishbase","Hand-geocoded",""
708,100,100,100,100,100,0,0,0,0,0,0,0,"Decapterus macrosoma","Philippines","Manila Bay (Nov 1956-Mar 1959)","Fishbase","Hand-geocoded",""
709,100,100,100,0,0,0,0,0,0,0,100,100,"Decapterus macrosoma","Philippines","Palawan (Nov 1956-Mar 1959)","Fishbase","Hand-geocoded",""
710,100,100,100,100,100,100,100,100,100,0,0,100,"Decapterus macrosorna","Indonesia","Java Sea","Fishbase","Hand-geocoded",""
711,0,0,0,0,100,100,100,100,100,100,100,0,"Decapterus macrosorna","Indonesia","Java Sea (West Java, Central Java, South Kalimantan), 1992-1995,1998","Fishbase","Hand-geocoded",""
712,0,0,100,100,100,100,100,100,100,100,100,100,"Decapterus politus","Hawaii","Kane'ohe Bay","Fishbase","Hand-geocoded","No available suitability"
713,0,100,100,0,0,0,0,0,0,0,0,0,"Decapterus polyaspis","Mexico","Baja California","Fishbase","Hand-geocoded",""
714,0,0,100,100,100,100,100,0,0,0,0,0,"Decapterus polyaspis","USA","Off southern California","Fishbase","Hand-geocoded",""
715,0,0,0,100,100,100,100,100,100,100,100,0,"Decapterus ronchus","Senegal","Sénégal","Fishbase","Exclusive economic zone",""
716,100,100,0,100,100,100,100,100,100,100,100,100,"Decapterus russelli","Indonesia","Ambon Bay waters, 1996-1997","Fishbase","Hand-geocoded","No available suitability"
717,0,0,0,100,100,100,0,0,0,0,0,0,"Decapterus russelli","Indonesia","Java Sea","Fishbase","Hand-geocoded",""
718,100,100,100,100,100,0,0,0,0,0,0,0,"Decapterus russelli","Philippines","Manila Bay approaches (Nov 1956-Mar 1959)","Fishbase","Hand-geocoded","No available suitability"
719,100,100,100,0,0,0,0,0,0,0,100,100,"Decapterus russelli","Philippines","Palawan waters (Nov 1956-Mar 1959)","Fishbase","Hand-geocoded",""
720,0,100,100,100,0,0,0,100,100,0,0,0,"Decapterus russelli","Mozambique","Sofala Bank, 1979-81","Fishbase","Hand-geocoded",""
721,0,100,100,100,100,100,100,100,100,100,100,0,"Decapterus russelli","India","Vizhinjam, 1971-74","Fishbase","Hand-geocoded",""
722,100,100,0,100,100,100,100,100,100,100,100,100,"Decapterus russellii","Indonesia","Ambon Bay waters, 1996-1997","Fishbase","Hand-geocoded","No available suitability"
723,0,0,0,100,100,100,0,0,0,0,0,0,"Decapterus russellii","Indonesia","Java Sea","Fishbase","Hand-geocoded",""
724,100,100,100,100,0,0,0,0,0,0,100,100,"Decapterus russellii","Philippines","Palawan waters and Manila Bay approaches","Fishbase","Hand-geocoded",""
725,0,100,100,100,0,0,0,100,100,0,0,0,"Decapterus russellii","Mozambique","Sofala Bank, 1979-81","Fishbase","Hand-geocoded","No available suitability"
726,0,100,100,100,100,100,100,100,100,100,100,0,"Decapterus russellii","India","Vizhinjam, 1971-74","Fishbase","Hand-geocoded",""
727,0,0,0,0,0,100,100,100,100,100,0,0,"Decapterus tabl","Japan","Suruga Bay, 1995-96; 1998","Fishbase","Hand-geocoded",""
728,0,0,0,0,0,0,0,0,0,100,100,100,"Dentex angolensis","Congo","Pointe-Noire","Fishbase","Hand-geocoded","No available suitability"
729,100,100,0,0,0,0,0,0,100,100,100,100,"Dentex argyrozona","South Africa","Cape (Ref. 3198)","Fishbase","Hand-geocoded",""
730,100,100,100,100,0,0,0,0,0,0,100,100,"Dentex argyrozona","South Africa","Tsitsikamma National Park","Fishbase","Hand-geocoded","No available suitability"
731,0,0,0,0,0,0,100,100,100,0,0,0,"Dentex canariensis",NA,"Eastern Atlantic","Fishbase","Multiple EEZs by FAO region",""
732,0,0,0,0,100,100,100,100,100,100,100,0,"Dentex cuninghamii",NA,"eastern Atlantic and southwestern Mediterranean Sea","Fishbase","Multiple EEZs by FAO region",""
733,0,0,100,100,100,0,0,0,0,0,0,0,"Dentex dentex",NA,"Mediterranean","Fishbase","Hand-geocoded",""
734,0,0,0,0,0,100,100,0,0,0,0,0,"Dentex gibbosus","Canary Is.","Gran Canaria, Fuerteventura and Lanzarote, 1991-93","Fishbase","Hand-geocoded",""
735,0,0,100,100,100,0,0,0,0,0,0,0,"Dentex gibbosus","","Mediterranean","Fishbase","Hand-geocoded",""
736,0,0,0,0,0,100,0,0,0,0,0,0,"Dentex gracilis","Indonesia","Flores","Fishbase","Hand-geocoded",""
737,0,0,0,0,0,0,100,100,0,0,0,0,"Dentex macrophthalmus","","Aegean Sea","Fishbase","Multiple EEZs by FAO region",""
738,100,100,100,100,0,0,0,0,0,100,100,100,"Dentex macrophthalmus","","Cape Blanc","Fishbase","Hand-geocoded","No available suitability"
739,0,0,100,100,0,0,0,0,0,0,0,0,"Dentex macrophthalmus","","Eastern Atlantic","Fishbase","Multiple EEZs by FAO region",""
740,100,100,0,0,0,0,0,0,0,0,0,100,"Dentex macrophthalmus","","Eastern Mediterranean","Fishbase","Hand-geocoded",""
741,100,100,100,100,0,0,0,0,0,100,100,100,"Dentex macrophthalmus","","Mediterranean and west coast of Africa","Fishbase","Multiple EEZs by FAO region",""
742,100,100,100,100,100,100,100,100,100,100,100,100,"Dentex macrophthalmus","","South West African coast","Fishbase","Multiple EEZs by FAO region",""
743,0,0,0,100,100,0,0,0,0,0,0,0,"Dentex macrophthalmus","","Southern Mediterranean","Fishbase","Multiple EEZs by FAO region",""
744,0,0,100,100,100,100,100,100,0,0,0,0,"Dentex maroccanus","","Atlantic","Fishbase","Hand-geocoded",""
745,0,0,100,100,100,0,0,0,0,0,0,0,"Dentex maroccanus","","Mediterranean","Fishbase","Hand-geocoded",""
746,0,0,0,0,100,100,100,100,0,0,0,0,"Dentex maroccanus","Senegal","North of Cape Verde","Fishbase","Hand-geocoded",""
747,0,0,0,0,0,100,100,100,0,0,0,0,"Dentex mesoprion","India","Bombay","Fishbase","Hand-geocoded","No available suitability"
748,0,0,0,0,0,100,100,100,100,0,0,0,"Dentex mesoprion","India","Cochin","Fishbase","Hand-geocoded","No available suitability"
749,100,100,100,100,0,0,0,0,0,0,0,100,"Dentex mesoprion","India","Kakinada","Fishbase","Hand-geocoded","No available suitability"
750,100,100,100,0,0,0,0,0,0,100,100,100,"Dentex mesoprion","India","Veraval","Fishbase","Hand-geocoded","No available suitability"
751,0,0,0,0,0,100,100,100,100,100,0,0,"Dentex nufar","South Africa","Natal","Fishbase","Hand-geocoded",""
752,0,0,0,0,100,100,100,100,100,100,0,0,"Dentex nufar","","Southern Africa","Fishbase","Hand-geocoded",""
753,0,0,100,100,100,100,100,100,0,0,0,0,"Dentex parvulus","","Atlantic","Fishbase","Hand-geocoded",""
754,0,0,100,100,100,0,0,0,0,0,0,0,"Dentex parvulus","","Mediterranean","Fishbase","Hand-geocoded",""
755,0,0,0,0,100,100,100,100,0,0,0,0,"Dentex parvulus","Senegal","North of Cape Verde","Fishbase","Hand-geocoded",""
756,0,0,0,0,0,0,0,0,0,100,100,100,"Dentex polli","Congo","Pointe-Noire","Fishbase","Hand-geocoded","No available suitability"
757,0,0,0,0,0,0,0,100,100,100,0,0,"Dentex rupestris","South Africa","Transkei","Fishbase","Hand-geocoded",""
758,0,0,100,100,100,0,0,0,0,0,0,0,"Dentex setigerus","Hong Kong","Hong Kong","Fishbase","GeoNames geocoding",""
759,0,100,100,100,100,100,0,0,0,0,0,0,"Dentex setigerus","Hong Kong","Not specified.","Fishbase","GeoNames geocoding",""
760,0,0,0,0,0,100,100,100,0,0,0,0,"Dentex setigerus","Japan","off Fukuoka","Fishbase","Hand-geocoded",""
761,0,0,0,0,0,100,100,100,0,0,0,0,"Dentex tambulus","India","Bombay","Fishbase","Hand-geocoded",""
762,100,0,0,0,0,100,100,100,100,100,100,100,"Dentex tambulus","India","Cochin","Fishbase","Hand-geocoded",""
763,100,100,0,0,0,0,0,0,0,0,100,100,"Dentex tambulus","Malaysia","East Malaysian waters","Fishbase","Hand-geocoded",""
764,0,0,0,0,100,100,100,100,100,100,0,0,"Dentex tambulus","Hong Kong","Hong Kong","Fishbase","GeoNames geocoding",""
765,100,100,100,100,0,0,0,100,100,100,100,100,"Dentex tambulus","India","Kakinada","Fishbase","Hand-geocoded",""
766,100,100,100,0,0,100,100,100,100,100,100,100,"Dentex tambulus","India","Madras","Fishbase","Hand-geocoded","No available suitability"
767,100,100,100,100,100,0,0,0,0,0,0,100,"Dentex tambulus","India","north Andhra and Orissa coasts, 1965-66","Fishbase","Hand-geocoded",""
768,0,0,0,100,100,100,0,0,0,0,0,0,"Dentex tambulus","Hong Kong","Not specified","Fishbase","GeoNames geocoding",""
769,0,0,0,0,100,100,100,100,100,100,100,0,"Dentex tambulus","India","off Cochin","Fishbase","Hand-geocoded",""
770,100,100,100,100,100,0,0,0,0,0,11,100,"Dentex tambulus","India","Off the coast of Mangalore","Fishbase","Hand-geocoded",""
771,100,100,100,100,0,0,100,100,100,100,100,100,"Dentex tambulus","India","off Visakhapatnam, 1990-99","Fishbase","Hand-geocoded",""
772,100,100,100,100,0,0,0,0,0,100,100,100,"Dentex tambulus","India","Veraval","Fishbase","Hand-geocoded","No available suitability"
773,100,100,0,0,0,100,100,0,0,0,0,100,"Dentex tambulus","India","Visakhapatnam, Bay of Bengal, Nov-Feb 1965-66","Fishbase","Hand-geocoded",""
774,100,100,0,0,0,100,100,0,0,0,0,100,"Dentex tambulus","India","Waltair","Fishbase","Hand-geocoded",""
775,100,100,100,100,100,100,100,100,100,100,100,100,"Dentex tolu","Australia","Northwest coast, 1979-80","Fishbase","Hand-geocoded",""
776,0,0,0,0,0,0,0,0,100,100,100,0,"Dentex tumifrons","Japan","Japan","Fishbase","Exclusive economic zone",""
777,100,100,0,100,0,0,0,0,0,0,0,100,"Dentex tumifrons","Hong Kong","Not specified","Fishbase","GeoNames geocoding",""
778,100,100,100,100,100,100,100,100,100,100,100,100,"Dentex upeneoides","Australia","Northwest shelf","Fishbase","Hand-geocoded",""
779,0,0,0,0,100,0,0,0,0,0,0,0,"Dentex vulgaris",NA,"Mediterranean","Fishbase","Hand-geocoded",""
780,0,0,0,100,100,0,0,0,0,0,0,0,"Diagramma pictum","United Arab Em.","off Abu Dhabi, 2000-2003","Fishbase","Hand-geocoded","No available suitability"
781,0,0,100,100,100,0,0,0,0,0,0,0,"Diagramma pictum","Saudi Arabia","Off Jizan coast (Red Sea)","Fishbase","Hand-geocoded","No available suitability"
782,0,0,0,0,0,0,0,100,100,100,0,0,"Diagramma pictum","","Off the coast of East Africa","Fishbase","Hand-geocoded",""
783,0,0,0,0,0,0,0,0,100,100,0,0,"Diapterus auratus","Brazil","Ceará","Fishbase","GeoNames geocoding","No available suitability"
784,100,100,100,100,100,100,100,100,100,100,100,100,"Diapterus rhombeus","Venezuela","south of Margarita Island, 1972-73","Fishbase","Hand-geocoded",""
785,100,100,100,100,0,0,0,0,0,0,0,0,"Dicentrarchus labrax","Egypt","Alexandria, 1981-82","Fishbase","Hand-geocoded",""
786,0,0,100,100,100,100,0,0,0,0,0,0,"Dicentrarchus labrax","UK","British Isles","Fishbase","Hand-geocoded",""
787,100,100,100,100,100,100,0,0,0,0,0,0,"Dicentrarchus labrax","","Europe","Fishbase","Multiple EEZs by FAO region",""
788,100,100,100,100,0,0,0,0,0,0,0,100,"Dicentrarchus labrax","France","France","Fishbase","Exclusive economic zone",""
789,100,100,100,0,0,0,0,0,0,0,0,0,"Dicentrarchus labrax","","Mediterranean","Fishbase","Hand-geocoded",""
790,100,100,100,100,0,0,0,0,0,0,0,0,"Dicentrarchus lupus","Egypt","Alexandria, 1981-82","Fishbase","Hand-geocoded",""
791,0,0,100,100,100,100,0,0,0,0,0,0,"Dicentrarchus lupus","UK","British Isles","Fishbase","Hand-geocoded",""
792,100,100,100,100,100,100,0,0,0,0,0,0,"Dicentrarchus lupus","","Europe","Fishbase","Multiple EEZs by FAO region",""
793,100,100,100,100,0,0,0,0,0,0,0,100,"Dicentrarchus lupus","France","France","Fishbase","Exclusive economic zone",""
794,100,100,100,0,0,0,0,0,0,0,0,0,"Dicentrarchus lupus","","Mediterranean","Fishbase","Hand-geocoded",""
795,0,0,100,100,100,100,0,0,0,0,0,0,"Dicentrarchus punctatus","UK","British Isles","Fishbase","Hand-geocoded",""
796,100,100,100,0,0,0,0,0,0,0,0,0,"Dicentrarchus punctatus","","Mediterranean","Fishbase","Hand-geocoded",""
797,100,100,100,100,0,0,0,0,0,0,0,100,"Dicologlossa cuneata","Morocco","Atlantic coasts","Fishbase","Hand-geocoded",""
798,0,0,100,100,100,100,0,0,0,0,0,0,"Dicologlossa cuneata","Portugal","central coasts","Fishbase","Hand-geocoded",""
799,0,0,0,0,0,100,100,100,100,0,0,0,"Dicologlossa cuneata","France","Golfe de Gascogne, Bay of Biscay","Fishbase","Hand-geocoded",""
800,100,100,100,100,0,0,0,0,0,0,0,0,"Dicologlossa cuneata","Algeria","Mediterranean coasts","Fishbase","Exclusive economic zone",""
801,100,100,100,100,100,0,0,0,0,0,100,100,"Dicologlossa cuneata","Spain","Sanlúcar de Barrameda, Gulf of Cadiz (May 1993-Dec 1994)","Fishbase","Hand-geocoded",""
802,0,0,0,0,100,100,0,0,0,0,0,0,"Diodon holocanthus","Japan","Sesoko Island, northern Okinawa","Fishbase","Hand-geocoded","No available suitability"
803,0,0,0,0,100,100,0,0,0,0,0,0,"Diodon sexmaculatus","Japan","Sesoko Island, northern Okinawa","Fishbase","Hand-geocoded","No available suitability"
