"country","localities","which","west","south","east","north"
"Costa Rica","Off Costa Rica","red",NA,NA,NA,NA
"Costa Rica","Off Costa Rica","green",-76.3592530318726,3.62547747144737,-76.1072530318726,3.87747747144737
"","Southern Indian Ocean","red",40.3291452968384,-50.020264,77.598808,-15.8845995497713
"","Southern Indian Ocean","green",52.3650730000001,-66.2178199999999,86.1270730000001,-32.4558199999999
"","to be filled","red",NA,NA,NA,NA
"","to be filled","green",2.19586000000003,48.71146,2.45586000000003,48.97146
"Brazil","Pernambuco, 1997","red",NA,NA,NA,NA
"Brazil","Pernambuco, 1997","green",-36.0863333513481,-8.39042073876269,-35.8343333513481,-8.13842073876269
"USA","Everglades National Park, Florida","red",-81.13182,25.12217,-80.63182,25.62217
"USA","Everglades National Park, Florida","green",-81.5160799999999,25.7165200000001,-81.2560799999999,25.9765200000001
"USA","Mississippi Sound, Gulf of Mexico, 2002-2003","red",NA,NA,NA,NA
"USA","Mississippi Sound, Gulf of Mexico, 2002-2003","green",-92.026856713707,39.0476698474507,-91.774856713707,39.2996698474507
"USA","New Jersey","red",-75.559566,38.928514,-73.893979,41.357423
"USA","New Jersey","green",-75.7885649999999,38.553348353,-73.6685649999999,40.6733483530001
"USA","Northern Florida","red",-87.634896,24.52108,-80.031158,31.000968
"USA","Northern Florida","green",-82.82913297745,27.793881,-82.57713297745,28.045881
"Mexico","Terminos Lagoon, Gulf of Mexico, 1984","red",NA,NA,NA,NA
"Mexico","Terminos Lagoon, Gulf of Mexico, 1984","green",-98.2980300698239,24.7013572944065,-98.0460300698239,24.9533572944065
"Colombia","Ciénaga Grande de Santa Marta, (February 1993-January 1994)","red",NA,NA,NA,NA
"Colombia","Ciénaga Grande de Santa Marta, (February 1993-January 1994)","green",-74.66667,10.58333,-74.16667,11.08333
"Ghana","coastal trawl surveys, Jan-Dec 1980","red",NA,NA,NA,NA
"Ghana","coastal trawl surveys, Jan-Dec 1980","green",4.24529077100004,50.78675,4.62529077100004,51.16675
"USA","Gulf of Mexico","red",-97.8910827636719,18.0608062744141,-80.3720550537109,30.7750549316406
"USA","Gulf of Mexico","green",-109.93674,9.18690000000004,-69.93674,49.1869
"Brazil","São Paulo, 1984-1985","red",NA,NA,NA,NA
"Brazil","São Paulo, 1984-1985","green",-51.5157705,-22.262184,-51.2637705,-22.010184
"USA","Southeastern coast","red",NA,NA,NA,NA
"USA","Southeastern coast","green",-97.66968,35.2688,-97.39968,35.5388
"NA","Mekong mainstream","red",NA,NA,NA,NA
"NA","Mekong mainstream","green",-69.6415299999999,44.83486,-69.3715299999999,45.10486
"Canada","California Current region","red",NA,NA,NA,NA
"Canada","California Current region","green",-67.89605,46.71306,-67.6260499999999,46.98306
"NA","southwest Atlantic (1998-2003)","red",NA,NA,NA,NA
"NA","southwest Atlantic (1998-2003)","green",16.0738075,48.2383671790001,16.4398075,48.6043671790001
"Greenland","not given","red",NA,NA,NA,NA
"Greenland","not given","green",-53.2706093779999,62.802116332,-29.4206093779999,84.9
"Russia","Pacific off the North Kuril Islands","red",NA,NA,NA,NA
"Russia","Pacific off the North Kuril Islands","green",-122.515265593768,47.945934,-122.263265593768,48.197934
"Algeria","Algeria","red",-8.66761116299995,18.968147,11.9984999060001,37.089801381
"Algeria","Algeria","green",-7.02303406699994,18.4411137690001,12.3829659330001,37.8471137690001
"","British Isles, Mediterranean and Black sea","red",NA,NA,NA,NA
"","British Isles, Mediterranean and Black sea","green",-91.0684,37.3974600000001,-90.7983999999999,37.6674600000001
"Bahamas","not stated","red",NA,NA,NA,NA
"Bahamas","not stated","green",-80.8832199999999,21.5288200000001,-73.8592199999999,28.5528200000001
"Norway","fjords of Western  Norway","red",NA,NA,NA,NA
"Norway","fjords of Western  Norway","green",0.0280000000000573,52.0280000000001,19.9720000000001,71.9720000000001
"Canada","Slope Sea, Nova Scotia (1988-1989)","red",NA,NA,NA,NA
"Canada","Slope Sea, Nova Scotia (1988-1989)","green",-65.32583,42.072639954,-57.93783,49.460639954
"Oman","Arabian Sea","red",NA,NA,NA,NA
"Oman","Arabian Sea","green",45.0000000000001,5.6843418860808e-14,85.0000000000001,40.0000000000001
"Australia","southeastern coast","red",NA,NA,NA,NA
"Australia","southeastern coast","green",144.83196,-37.9400699999999,145.09196,-37.6800699999999
"USA","Charleston Bump (approx. 31°30?N, 79°W)), South Carolina, 2003-2008","red",NA,NA,NA,NA
"USA","Charleston Bump (approx. 31°30?N, 79°W)), South Carolina, 2003-2008","green",-80.1775999999999,32.53515,-79.6856,33.02715
"New Caledonia","seamounts (June 1991-Oct 1992)","red",NA,NA,NA,NA
"New Caledonia","seamounts (June 1991-Oct 1992)","green",162.777841842,-24.231791316,168.625841842,-18.383791316
"","Atlantic","red",-80.519851,38.928514,-71.856154,45.015865
"","Atlantic","green",-95.17074,41.2470000000001,-94.85674,41.561
"","Black  Sea","red",30.8215904240002,39.9119606020002,42.5943298340003,42.1017990110001
"","Black  Sea","green",15.0000000000001,23.0000000000001,55.0000000000001,63.0000000000001
"","Black Sea.","red",30.8215904240002,39.9119606020002,42.5943298340003,42.1017990110001
"","Black Sea.","green",15.0000000000001,23.0000000000001,55.0000000000001,63.0000000000001
"Senegal","Dakar - Takoradi","red",NA,NA,NA,NA
"Senegal","Dakar - Takoradi","green",-17.62761,14.47827,-17.24561,14.86027
"","Eastern Mediterranean","red",10.013111114502,30.2660827636719,36.2189712524414,36.9335289001465
"","Eastern Mediterranean","green",2.36816000000005,14.88593,42.36816,54.88593
"Italy","Livorno","red",9.79128283594742,42.3133935315168,10.7962196475972,43.6346613741549
"Italy","Livorno","green",10.14298,43.3759100000001,10.49698,43.7299100000001
"","North West African coast","red",NA,NA,NA,NA
"","North West African coast","green",23.233385286,-28.552838525,27.805385286,-23.980838525
"","Western Mediterranean","red",29.263704221004,35.8154300000002,37.7492790220001,38.5784072880003
"","Western Mediterranean","green",-14.0234399999999,20.2459900000001,25.9765600000001,60.2459900000001
"Alaska","Beaufort Sea","red",-155.5555,70.87685,-155.0555,71.37685
"Alaska","Beaufort Sea","green",-158.68589,53.3391100000001,-124.31189,84.9
"Russia","Soviet waters","red",NA,NA,NA,NA
"Russia","Soviet waters","green",103.64584,53.0232,103.90584,53.2832
"","White Sea","red",31.8541107177734,63.7851104736328,44.5921401977539,68.6443023681641
"","White Sea","green",18.3000000000001,45.8000000000001,57.7000000000001,84.9
"Azores Is.","Horta, Faial","red",NA,NA,NA,NA
"Azores Is.","Horta, Faial","green",-28.8495099999999,38.3134200000001,-28.4175099999999,38.7454200000001
"Chile","Lebu (37°37’S-73°40’W), Jan-Sept 2001","red",NA,NA,NA,NA
"Chile","Lebu (37°37’S-73°40’W), Jan-Sept 2001","green",-74.03835,-37.99396,-73.26835,-37.22396
"NA","Mediterranean","red",34.7780952450001,36.5428161620002,36.429153442,38.3875541690001
"NA","Mediterranean","green",13.98812,40.7167400000001,14.24812,40.9767400000001
"USA","Louisiana","red",-93.929208,29.03658,-89.904243,31.343811
"USA","Louisiana","green",-93.75742,27.8548461670001,-89.0954199999999,32.5168461670001
"USA","From Long Island to North Carolina","red",NA,NA,NA,NA
"USA","From Long Island to North Carolina","green",-81.17939,35.5158000000001,-80.90939,35.7858000000001
"USA","Long Island","red",-74.16327,40.50766,-73.66327,41.00766
"USA","Long Island","green",-79.23121,36.94563,-78.96121,37.21563
"UK Scotland","North and West","red",-5.2712,54.655,-4.7712,55.155
"UK Scotland","North and West","green",-2.21812199999999,57.462705,-1.96612199999999,57.714705
"Norway","Off Norway","red",13.75,79.58333,14.25,80.08333
"Norway","Off Norway","green",0.0280000000000573,52.0280000000001,19.9720000000001,71.9720000000001
"Iceland","Off south-western Iceland","red",NA,NA,NA,NA
"Iceland","Off south-western Iceland","green",-22.160382346,61.408956859,-15.004382346,68.564956859
"","Western and Eastern Atlantic","red",NA,NA,NA,NA
"","Western and Eastern Atlantic","green",8.17466000000007,54.7824200000001,8.43466000000007,55.0424200000001
"Ireland","Western Ireland","red",-81.625,19.05833,-81.125,19.55833
"Ireland","Western Ireland","green",-80.6067499999999,38.67066,-80.3167499999999,38.96066
"UK","Western part of English Channel","red",NA,NA,NA,NA
"UK","Western part of English Channel","green",-15.9999999999999,35.0000000000001,14.0000000000001,65.0000000000001
"NA","South America.","red",-73.566302817,-55.0576984539999,-53.637962552,-21.777951173
"NA","South America.","green",-88.99725,-45.9458499999999,-26.3152499999999,16.7361500000001
"Marshall Is.","Enewetak Atoll","red",NA,NA,NA,NA
"Marshall Is.","Enewetak Atoll","green",162.088,11.3380000000001,162.412,11.6620000000001
"Mexico","Campeche bank","red",-90.25,21.75,-89.75,22.25
"Mexico","Campeche bank","green",-90.6678899999999,19.71907,-90.40789,19.97907
"Mexico","Campeche bank.","red",-90.25,21.75,-89.75,22.25
"Mexico","Campeche bank.","green",-90.6678899999999,19.71907,-90.40789,19.97907
"USA","Cape Fear-Cape Canaveral, 1973-1977","red",NA,NA,NA,NA
"USA","Cape Fear-Cape Canaveral, 1973-1977","green",-80.7538699999999,28.23558,-80.4558699999999,28.53358
"New Zealand","to be filled","red",NA,NA,NA,NA
"New Zealand","to be filled","green",164.4834325,-50.147233564,179.9,-34.427233564
"Turkey","South Aegean Sea (37.5° to 37.0° N), Dec 2009 - Nov 2010","red",NA,NA,NA,NA
"Turkey","South Aegean Sea (37.5° to 37.0° N), Dec 2009 - Nov 2010","green",37.856485,37.520490097,38.5124850000001,38.176490097
"Ireland","Southwestern Ireland","red",NA,NA,NA,NA
"Ireland","Southwestern Ireland","green",-80.6067499999999,38.67066,-80.3167499999999,38.96066
"United Arab Em.","off Abu Dhabi","red",NA,NA,NA,NA
"United Arab Em.","off Abu Dhabi","green",55.6341,24.04591,55.8941,24.30591
"Mexico","Colima, Mexico","red",-114.759500786745,18.3388639099182,-103.486346449617,19.512518770796
"Mexico","Colima, Mexico","green",-96.001776,17.986212,-95.749776,18.238212
"USA","South Florida, Northwest Florida and Mississippi Delta","red",NA,NA,NA,NA
"USA","South Florida, Northwest Florida and Mississippi Delta","green",-90.70102,34.2776200000001,-90.43102,34.5476200000001
"South Africa","Off Natal","red",29.50299,-30.06175,30.00299,-29.56175
"South Africa","Off Natal","green",27.8960000000001,-31.1039999999999,32.1040000000001,-26.8959999999999
"Cuba","Golfo de Batabanó","red",-82.73699,21.98158,-82.23699,22.48158
"Cuba","Golfo de Batabanó","green",-102.5,2.25000000000006,-62.4999999999999,42.2500000000001
"Australia","Gulf of Carpentaria","red",134.969329833984,-17.7246952056885,142.165603637695,-10.9832773208618
"Australia","Gulf of Carpentaria","green",139.48976,-14.8737899999999,144.21176,-10.1517899999999
"Mexico","Manzanillo, Colima, México","red",-112.066422820089,18.9438067199281,-104.023076340241,19.3349834243581
"Mexico","Manzanillo, Colima, México","green",-104.536863900531,19.0001137890934,-104.284863900531,19.2521137890934
"Australia","eastern coast of Tasmania, Great Australian Bight (Ref. 5868)","red",NA,NA,NA,NA
"Australia","eastern coast of Tasmania, Great Australian Bight (Ref. 5868)","green",146.987256523382,-41.4983908309692,147.239256523382,-41.2463908309692
"USA","Galveston, Texas, 2000-2001","red",NA,NA,NA,NA
"USA","Galveston, Texas, 2000-2001","green",-95.050188,29.258955,-94.798188,29.510955
"Italy","Pelagie Islands","red",12.41667,35.41667,12.91667,35.91667
"Italy","Pelagie Islands","green",-2.33332999999993,20.6666700000001,27.6666700000001,50.6666700000001
"St Helena","St. Helena","red",-14.42123,-40.3705412435826,-5.638753,-7.887815
"St Helena","St. Helena","green",-122.61968,38.3581000000001,-122.32368,38.6541000000001
"Hawaii","Northwestern Hawaiian Islands","red",-178.58333,28.16667,-178.08333,28.66667
"Hawaii","Northwestern Hawaiian Islands","green",-179.9,22.6336700000001,-172.55033,34.1996700000001
"Senegal","Sénégal","red",-17.529520035,12.307289079,-11.345768371,16.6929572170001
"Senegal","Sénégal","green",-17.101259561,11.7210325680001,-11.817259561,17.0050325680001
"Indonesia","Ambon Bay waters, 1996-1997","red",NA,NA,NA,NA
"Indonesia","Ambon Bay waters, 1996-1997","green",127.94034,-3.94917999999994,128.43434,-3.45517999999994
"Indonesia","Java Sea","red",NA,NA,NA,NA
"Indonesia","Java Sea","green",124.6642,1.29370000000005,124.9342,1.56370000000005
"Philippines","Palawan waters and Manila Bay approaches","red",NA,NA,NA,NA
"Philippines","Palawan waters and Manila Bay approaches","green",120.81654,14.4206400000001,121.15254,14.7566400000001
"Mozambique","Sofala Bank, 1979-81","red",NA,NA,NA,NA
"Mozambique","Sofala Bank, 1979-81","green",34.1384200000001,-20.37873,34.7344200000001,-19.78273
"India","Vizhinjam, 1971-74","red",NA,NA,NA,NA
"India","Vizhinjam, 1971-74","green",76.85591,8.25066000000003,77.12591,8.52066000000003
"NA","Not stated.","red",NA,NA,NA,NA
"NA","Not stated.","green",10.839498984,-28.520976122,23.6034989840001,-15.756976122
"Guinea-Bissau","Rio Grande de Buba","red",-15.66667,11.28333,-15.16667,11.78333
"Guinea-Bissau","Rio Grande de Buba","green",-15.54667,11.40333,-15.28667,11.66333
"New Zealand","not stated","red",NA,NA,NA,NA
"New Zealand","not stated","green",170.37511,-46.0013999999999,170.63511,-45.7413999999999
"Chile","Northern Coast off Chile, 1991-92","red",NA,NA,NA,NA
"Chile","Northern Coast off Chile, 1991-92","green",-91.5159999999999,-50.5159999999999,-50.4839999999999,-9.48399999999994
"Mexico","Baja California","red",-118.365114353651,27.9999999799384,-112.654240299838,32.7186535707389
"Mexico","Baja California","green",-117.696482771,27.9551870940001,-112.500482771,33.1511870940001
"USA","Off southern California","red",-117.80505,34.40832,-117.30505,34.90832
"USA","Off southern California","green",-123.100284527011,38.3887174070046,-122.848284527011,38.6407174070046
"NA","East China Sea","red",NA,NA,NA,NA
"NA","East China Sea","green",105,9.00000000000006,145,49.0000000000001
"","Bay of Biscay (Golfe de Gascogne, 1985-1990)","red",NA,NA,NA,NA
"","Bay of Biscay (Golfe de Gascogne, 1985-1990)","green",121.140235,14.140590329,121.548235,14.548590329
"Ireland","Celtic Sea, 1977","red",NA,NA,NA,NA
"Ireland","Celtic Sea, 1977","green",-8.56597999999997,52.68462,-8.30597999999997,52.9446200000001
"Ireland","Celtic Sea, 1989","red",NA,NA,NA,NA
"Ireland","Celtic Sea, 1989","green",-8.56597999999997,52.68462,-8.30597999999997,52.9446200000001
"Portugal","Division IX a","red",NA,NA,NA,NA
"Portugal","Division IX a","green",15.4744400000001,-12.8077799999999,15.7444400000001,-12.5377799999999
"","English Channel & North Sea, 1974","red",NA,NA,NA,NA
"","English Channel & North Sea, 1974","green",7.20907000000007,46.1350276590001,7.53907000000007,46.4650276590001
"UK","English Channel - North Sea","red",NA,NA,NA,NA
"UK","English Channel - North Sea","green",-15.9999999999999,35.0000000000001,14.0000000000001,65.0000000000001
"","Off west coast of Africa","red",NA,NA,NA,NA
"","Off west coast of Africa","green",17.375331781,-33.3466400479999,19.877331781,-30.8446400479999
"Greece","Saronikos Gulf","red",23.36709,37.55286,23.86709,38.05286
"Greece","Saronikos Gulf","green",3.61778000000004,17.79778,43.61778,57.79778
"Denmark","Southern North Sea","red",NA,NA,NA,NA
"Denmark","Southern North Sea","green",117.228902540898,-35.0847320973853,117.480902540898,-34.8327320973853
"South Africa","SW-coast, Frio Cape (betwen 17° and 20°S)","red",NA,NA,NA,NA
"South Africa","SW-coast, Frio Cape (betwen 17° and 20°S)","green",17.79804994,-36.284182288,32.37204994,-21.710182288
"UK","Western English Channel, 1967-69","red",NA,NA,NA,NA
"UK","Western English Channel, 1967-69","green",-15.9999999999999,35.0000000000001,14.0000000000001,65.0000000000001
"USA","Northwestern Atlantic","red",-82.06205,36.88681,-81.56205,37.38681
"USA","Northwestern Atlantic","green",-75.4979,43.2066500000001,-75.2279,43.4766500000001
"India","Bombay","red",71.08333,19.16667,71.58333,19.66667
"India","Bombay","green",72.6938300000001,18.79917,72.9758300000001,19.08117
"South Africa","Natal","red",28.873479941,-31.0826299409999,32.944984945,-26.8044300619999
"South Africa","Natal","green",27.8960000000001,-31.1039999999999,32.1040000000001,-26.8959999999999
"NA","Northwestern Indian Ocean","red",NA,NA,NA,NA
"NA","Northwestern Indian Ocean","green",79.5603737830001,7.23598149600003,80.6603737830001,8.33598149600003
"NA","Southern hemisphere","red",NA,NA,NA,NA
"NA","Southern hemisphere","green",18.28205,-34.0579099999999,18.54205,-33.7979099999999
"NA","Southwestern Indian Ocean","red",NA,NA,NA,NA
"NA","Southwestern Indian Ocean","green",-97.66968,35.2688,-97.39968,35.5388
"Madagascar","Not specified","red",NA,NA,NA,NA
"Madagascar","Not specified","green",41.4598826710001,-24.61494393,51.9358826710001,-14.13894393
"","Eastern Indian Ocean","red",109.75,-50.25,110.25,-49.75
"","Eastern Indian Ocean","green",114.10017,22.14745,114.36017,22.40745
"","Indo-West Pacific","red",-159.900149,55.639321,-153.397261,60.906236
"","Indo-West Pacific","green",76.9092000000001,28.49492,77.1692,28.75492
"","Northern Indian Ocean","red",71.259972,-7.438028,72.493164,-5.227167
"","Northern Indian Ocean","green",76.6833700000001,30.53923,76.9433700000001,30.79923
"","Not given.","red",NA,NA,NA,NA
"","Not given.","green",-81.86313,38.5954100000001,-81.59313,38.8654100000001
"Hawaii","not stated","red",NA,NA,NA,NA
"Hawaii","not stated","green",-158.88628,18.36428,-154.11428,23.13628
"Mozambique","Mozambique channel, off Madagascar","red",NA,NA,NA,NA
"Mozambique","Mozambique channel, off Madagascar","green",28.0000000000001,-34.9999999999999,58.0000000000001,-4.99999999999994
"","Southwestern Indian Ocean (1)","red",NA,NA,NA,NA
"","Southwestern Indian Ocean (1)","green",-93.829149,41.4210397279083,-93.577149,41.6730397279083
"","Southwestern Indian Ocean (2)","red",NA,NA,NA,NA
"","Southwestern Indian Ocean (2)","green",72.7303000000001,19.14284,72.9903,19.40284
"South Africa","Off South Africa","red",18.68008,-34.39143,19.18008,-33.89143
"South Africa","Off South Africa","green",17.79804994,-36.284182288,32.37204994,-21.710182288
"Australia","southern waters","red",NA,NA,NA,NA
"Australia","southern waters","green",144.9506,-38.08107,145.2106,-37.82107
"USA","Gulf of Mexico off Florida","red",NA,NA,NA,NA
"USA","Gulf of Mexico off Florida","green",-82.782670446875,27.2839735708533,-82.530670446875,27.5359735708533
"South Africa","Natal coast, South African waters","red",NA,NA,NA,NA
"South Africa","Natal coast, South African waters","green",18.222,-31.4445999999999,18.492,-31.1745999999999
"Senegal","Off Senegal","red",NA,NA,NA,NA
"Senegal","Off Senegal","green",-17.101259561,11.7210325680001,-11.817259561,17.0050325680001
"","Southestern Indian Ocean","red",NA,NA,NA,NA
"","Southestern Indian Ocean","green",72.7303000000001,19.14284,72.9903,19.40284
"NA","Northeastern Indian Ocean","red",NA,NA,NA,NA
"NA","Northeastern Indian Ocean","green",-86.4791865,43.563051,-86.2271865,43.815051
"NA","South Pacific","red",-151.25609,62.81933,-150.75609,63.31933
"NA","South Pacific","green",-82.43191,27.8069,-82.17191,28.0669
"","Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","red",NA,NA,NA,NA
"","Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","green",81.1551200000001,8.36424000000004,81.4251200000001,8.63424000000004
"NA","Eastern Indian Ocean","red",NA,NA,NA,NA
"NA","Eastern Indian Ocean","green",-86.4791865,43.563051,-86.2271865,43.815051
"NA","Off northwestern Borneo, off Taiwan Island, off Borneo","red",NA,NA,NA,NA
"NA","Off northwestern Borneo, off Taiwan Island, off Borneo","green",79.5603737830001,7.23598149600003,80.6603737830001,8.33598149600003
"Mexico","Campeche Bank, Yucatan","red",-90.25,21.75,-89.75,22.25
"Mexico","Campeche Bank, Yucatan","green",-90.6171862951232,19.743787766119,-90.3651862951232,19.995787766119
"","Eastern and central Pacific","red",NA,NA,NA,NA
"","Eastern and central Pacific","green",-124.2160605,40.754574,-123.9640605,41.006574
"","Northwestern Atlantic","red",-82.06205,36.88681,-81.56205,37.38681
"","Northwestern Atlantic","green",-95.17074,41.2470000000001,-94.85674,41.561
"","Northwestern Gulf of Mexico","red",NA,NA,NA,NA
"","Northwestern Gulf of Mexico","green",-92.0130524236377,39.052013209846,-91.7610524236377,39.304013209846
"","Southwestern Gulf of Mexico","red",NA,NA,NA,NA
"","Southwestern Gulf of Mexico","green",-92.0136810538344,39.0371520185888,-91.7616810538344,39.2891520185888
"","Western Indian Ocean","red",115.50951,-32.1465,116.00951,-31.6465
"","Western Indian Ocean","green",76.1918600000001,9.36523000000005,76.4518600000001,9.62523000000005
"Australia","not given","red",NA,NA,NA,NA
"Australia","not given","green",145.9611,-37.18087,146.2211,-36.92087
"Hawaii","to be filled","red",NA,NA,NA,NA
"Hawaii","to be filled","green",-166.19163193,13.191542579,-149.69563193,29.687542579
"NA","Ganges Hooghly system","red",NA,NA,NA,NA
"NA","Ganges Hooghly system","green",10.839498984,-28.520976122,23.6034989840001,-15.756976122
"NA","Indo-West Pacific","red",-154.36450437,59.903694445,-153.873309444,60.180235
"NA","Indo-West Pacific","green",76.9092000000001,28.49492,77.1692,28.75492
"NA","Tropical Atlantic","red",NA,NA,NA,NA
"NA","Tropical Atlantic","green",-118.21222,33.73517,-117.95222,33.99517
"South Africa","coastal waters","red",NA,NA,NA,NA
"South Africa","coastal waters","green",31.76728,-28.9063699999999,32.02728,-28.6463699999999
"","Western Atlantic","red",14.75,-60.25,15.25,-59.75
"","Western Atlantic","green",-123.309484037849,43.9307654660528,-123.057484037849,44.1827654660528
"","North Atlantic","red",-80.519851,38.928514,-71.856154,45.015865
"","North Atlantic","green",-54.07767,47.80989,-53.81767,48.0698900000001
"Madagascar","Off Madagascar","red",NA,NA,NA,NA
"Madagascar","Off Madagascar","green",41.4598826710001,-24.61494393,51.9358826710001,-14.13894393
"NA","Central Pacific, western North Atlantic, Southwestern Indian Ocean","red",NA,NA,NA,NA
"NA","Central Pacific, western North Atlantic, Southwestern Indian Ocean","green",-97.66968,35.2688,-97.39968,35.5388
"NA","Indian Ocean, North Atlantic","red",NA,NA,NA,NA
"NA","Indian Ocean, North Atlantic","green",-74.5565919235343,39.2415057700624,-74.3045919235343,39.4935057700624
"India","Bombay waters","red",NA,NA,NA,NA
"India","Bombay waters","green",72.7386000000001,18.9817,72.9986000000001,19.2417
"NA","Tropical Indo-Pacific","red",NA,NA,NA,NA
"NA","Tropical Indo-Pacific","green",-68.88204,-11.12866,-68.62204,-10.86866
"","Southwestern Pacific","red",-124.50314,43.1447,-124.00314,43.6447
"","Southwestern Pacific","green",-122.39786,37.7377000000001,-122.13786,37.9977000000001
"","Eastern North Pacific and western North Atlantic, off southern coast of Natal","red",NA,NA,NA,NA
"","Eastern North Pacific and western North Atlantic, off southern coast of Natal","green",114.011955679963,22.3186881575146,114.401955679963,22.7086881575146
"NA","Atlantic South America","red",-84.321821,33.841205,-75.459952,36.588137
"NA","Atlantic South America","green",-74.6605,39.3599000000001,-74.3945,39.6259000000001
"USA","Eastern Central (probably off Florida)","red",NA,NA,NA,NA
"USA","Eastern Central (probably off Florida)","green",-87.2365355571347,30.4809181722587,-86.9845355571347,30.7329181722587
"Brazil","continental shelves","red",NA,NA,NA,NA
"Brazil","continental shelves","green",-40.42766,-20.2585399999999,-40.15766,-19.9885399999999
"Madagascar","Mediterranean side","red",NA,NA,NA,NA
"Madagascar","Mediterranean side","green",41.4598826710001,-24.61494393,51.9358826710001,-14.13894393
"South Africa","off Natal","red",29.50299,-30.06175,30.00299,-29.56175
"South Africa","off Natal","green",27.8960000000001,-31.1039999999999,32.1040000000001,-26.8959999999999
"NA","Western Atlantic","red",-84.11518,34.94509,-83.61518,35.44509
"NA","Western Atlantic","green",-123.309484037849,43.9307654660528,-123.057484037849,44.1827654660528
"Australia","northern waters","red",133.13428,-16.51597,133.63428,-16.01597
"Australia","northern waters","green",151.81733,-27.7031299999999,152.07733,-27.4431299999999
"India","Off Bombay","red",NA,NA,NA,NA
"India","Off Bombay","green",72.6938300000001,18.79917,72.9758300000001,19.08117
"NA","Caribbean Sea","red",NA,NA,NA,NA
"NA","Caribbean Sea","green",-97.18522,-2.32801999999992,-57.18522,37.6719800000001
"NA","North Eastern Atlantic","red",-83.52217,35.2285,-83.02217,35.7285
"NA","North Eastern Atlantic","green",-74.5885699999999,39.2199400000001,-74.32857,39.4799400000001
"Portugal","Off Sesimbra (Jan 2000-Aug 2006)","red",NA,NA,NA,NA
"Portugal","Off Sesimbra (Jan 2000-Aug 2006)","green",-9.31932999999993,38.22506,-8.88132999999993,38.66306
"Venezuela","Venezuela","red",-73.354073,0.626311,-59.80378,12.201903
"Venezuela","Venezuela","green",-72.452820289,0.830733800000039,-59.872820289,13.4107338
"","East Africa","red",30.96808,29.76745,31.46808,30.26745
"","East Africa","green",55.1741900000001,25.1399900000001,55.4341900000001,25.3999900000001
"New Caledonia","New Caledonia","red",163.564667,-22.71464,168.953857,-19.549778
"New Caledonia","New Caledonia","green",162.777841842,-24.231791316,168.625841842,-18.383791316
"United Arab Em.","off Abu Dhabi, 2003-2004","red",NA,NA,NA,NA
"United Arab Em.","off Abu Dhabi, 2003-2004","green",54.4876073557295,24.10744913677,54.7396073557295,24.35944913677
"French Guiana","Spawns on banks.","red",NA,NA,NA,NA
"French Guiana","Spawns on banks.","green",-54.889122075,2.26572413600002,-51.577122075,5.57772413600002
"Egypt","Alexandria, 1981-82","red",NA,NA,NA,NA
"Egypt","Alexandria, 1981-82","green",29.5865300000001,30.8845,30.2385300000001,31.5365
"UK","British Isles","red",-4.25,53.75,-3.75,54.25
"UK","British Isles","green",-18.9999999999999,39.0000000000001,11.0000000000001,69.0000000000001
"Chad","Malamfatori, Lake Chad","red",NA,NA,NA,NA
"Chad","Malamfatori, Lake Chad","green",12.0391657470001,8.74126485000004,25.3091657470001,22.01126485
"Burkina Faso","Tapoa","red",1.19975141789362,11.3886858120001,2.39016890400009,12.8385079892261
"Burkina Faso","Tapoa","green",1.08050915500007,11.4019718920001,2.41250915500007,12.7339718920001
"French Guiana","In brackish waters in estuaries.","red",NA,NA,NA,NA
"French Guiana","In brackish waters in estuaries.","green",-85.01704,38.88532,-84.74704,39.15532
"Mexico","Mexico","red",-118.453949,14.532866,-86.703392,32.716759
"Mexico","Mexico","green",-99.3481499999999,19.2169400000001,-98.9181499999999,19.6469400000001
"Spain","off Blanes","red",NA,NA,NA,NA
"Spain","off Blanes","green",2.63094000000003,41.51269,2.95094000000003,41.83269
"Bulgaria","Batak Dam","red",NA,NA,NA,NA
"Bulgaria","Batak Dam","green",24.0252700000001,41.7519200000001,24.4072700000001,42.1339200000001
"Bulgaria","Batak Dam (1982- 1988)","red",NA,NA,NA,NA
"Bulgaria","Batak Dam (1982- 1988)","green",24.0252700000001,41.7519200000001,24.4072700000001,42.1339200000001
"Poland","Curonian Lagoon","red",NA,NA,NA,NA
"Poland","Curonian Lagoon","green",20.66639,54.8427800000001,21.16639,55.3427800000001
"Lithuania","Curonian Lagoon,","red",NA,NA,NA,NA
"Lithuania","Curonian Lagoon,","green",20.66639,54.8427800000001,21.16639,55.3427800000001
"Poland","Curonian Lagoon, spring 2000","red",NA,NA,NA,NA
"Poland","Curonian Lagoon, spring 2000","green",16.00083183,48.1950850000001,16.38483183,48.5790850000001
"Turkey","E?irdir Lake","red",NA,NA,NA,NA
"Turkey","E?irdir Lake","green",29.89417,37.0441700000001,31.89417,39.0441700000001
"Finland","Helsinki, Gulf of Finland","red",NA,NA,NA,NA
"Finland","Helsinki, Gulf of Finland","green",24.77565,60.01416,25.08965,60.32816
"Turkey","Hirfanl? Dam Lake, Red River Basin","red",NA,NA,NA,NA
"Turkey","Hirfanl? Dam Lake, Red River Basin","green",40.39831,37.38552,40.66831,37.65552
