SpawningID,CountryName,Family,Genus,Species,CommonName,SpawningType,AggregationType,DirectSpawningEvidence,IndirectSpawningEvidence,CurrentStatus,LunarPhase,SpawningMonths,HabitatType,Management,Gear,Source
39,"Cayman Islands",Serranidae,Epinephelus,striatus,"Nassau Grouper",Unknown,Unknown,"Postovulatory follicles
Hydrated eggs","High seasonal landings",Unknown,"Full moon
","January February ",Other,Unknown,Unknown,"Tucker J.W., Bush P.G. & Slaybaugh S.T., 1993, Reproductive patterns of Cayman Islands Nassau Grouper (Epinephelus striatus) populations., Bulletin of Marine Science, 52(3): 961-969"
313,"Cayman Islands",Serranidae,Epinephelus,striatus,"Nassau Grouper",Unknown,Unknown,"Postovulatory follicles
Hydrated eggs","High seasonal landings",Unknown,"Full moon
","January February ",Other,Unknown,Unknown,"Tucker J.W., Bush P.G. & Slaybaugh S.T., 1993, Reproductive patterns of Cayman Islands Nassau Grouper (Epinephelus striatus) populations., Bulletin of Marine Science, 52(3): 961-969"
144,"Cayman Islands",Serranidae,Epinephelus,striatus,"Nassau Grouper",Unknown,Transient,Unspecified,"High seasonal landings",Unknown,"Full moon
","January ",Other,Unknown,"Hook and Line","Colin P.L.,  Shapiro D.Y.and Weiler D., 1987, Aspects of the reproduction of two groupers, Epinephelus guttatus and Epinephelus striatus in the West Indies., Bulletin of Marine Science 40(2):220-230."
310,"Cayman Islands",Serranidae,Mycteroperca,venenosa,"Yellowfin Grouper",Unknown,Unknown,,"Multiple gravid females",Unknown,"Third quarter
","January February ","Reef promontory (point)","Time/area closure",Unknown,"Whaylen, L., C.V. Pattengill-Semmens, B.X. Semmens, P.G. Bush, and M.R. Boardman., 2004, Observations of a Nassau grouper (Epinephelus striatus) spawning aggregation site in Little Cayman, including multi-species spawning information. , Environmental Biology of Fishes. 70: 3 305-313."
170,"Cayman Islands",Lutjanidae,Lutjanus,jocu,"Dog snapper",Unknown,Unknown,,"Courtship
Colour changes associated with spawning",Unknown,"Third quarter
","January February ","Reef promontory (point)","Time/area closure",Unknown,"Whaylen, L., C.V. Pattengill-Semmens, B.X. Semmens, P.G. Bush, and M.R. Boardman., 2004, Observations of a Nassau grouper (Epinephelus striatus) spawning aggregation site in Little Cayman, including multi-species spawning information. , Environmental Biology of Fishes. 70: 3 305-313."
319,"Cayman Islands",Serranidae,Epinephelus,striatus,"Nassau Grouper",Unknown,Transient,"Hydrated eggs
Postovulatory follicles","High seasonal landings",Decreasing,"Full moon
","January February ",Other,None,Unknown,"Tucker J.W., Bush P.G. & Slaybaugh S.T., 1993, Reproductive patterns of Cayman Islands Nassau Grouper (Epinephelus striatus) populations., Bulletin of Marine Science, 52(3): 961-969"
130,"Cayman Islands",Carangidae,Decapterus,macarellus,"Mackerel scad","Group Spawning",Unknown,"Spawning observation","Colour changes associated with spawning",Unknown,"Third quarter
","January February ","Reef promontory (point)","Time/area closure",Unknown,"Whaylen, L., C.V. Pattengill-Semmens, B.X. Semmens, P.G. Bush, and M.R. Boardman., 2004, Observations of a Nassau grouper (Epinephelus striatus) spawning aggregation site in Little Cayman, including multi-species spawning information. , Environmental Biology of Fishes. 70: 3 305-313."
63,"Cayman Islands",Carangidae,Caranx,ruber,"Bar jack","Group Spawning",Unknown,"Spawning observation","Colour changes associated with spawning",Unknown,"Third quarter
","January February ","Reef promontory (point)","Time/area closure",Unknown,"Whaylen, L., C.V. Pattengill-Semmens, B.X. Semmens, P.G. Bush, and M.R. Boardman., 2004, Observations of a Nassau grouper (Epinephelus striatus) spawning aggregation site in Little Cayman, including multi-species spawning information. , Environmental Biology of Fishes. 70: 3 305-313."
271,"Cayman Islands",Serranidae,Mycteroperca,tigris,"Tiger grouper","Group Spawning",Unknown,"Spawning observation","Colour changes associated with spawning",Unknown,"Third quarter
","January February ","Reef promontory (point)","Time/area closure",Unknown,"Whaylen, L., C.V. Pattengill-Semmens, B.X. Semmens, P.G. Bush, and M.R. Boardman., 2004, Observations of a Nassau grouper (Epinephelus striatus) spawning aggregation site in Little Cayman, including multi-species spawning information. , Environmental Biology of Fishes. 70: 3 305-313."
30,"Cayman Islands",Carangidae,Caranx,latus,"Horse-eye jack","Group Spawning",Unknown,"Spawning observation","Colour changes associated with spawning",Unknown,"Full moon
","January February ","Reef promontory (point)","Time/area closure",Unknown,"Whaylen, L., C.V. Pattengill-Semmens, B.X. Semmens, P.G. Bush, and M.R. Boardman., 2004, Observations of a Nassau grouper (Epinephelus striatus) spawning aggregation site in Little Cayman, including multi-species spawning information. , Environmental Biology of Fishes. 70: 3 305-313."
245,"Cayman Islands",Serranidae,Epinephelus,striatus,"Nassau Grouper",Unknown,Transient,Unspecified,"High seasonal landings
Multiple gravid females",Unknown,"Full moon
","January ","Drop-off (shelf edge)",Unknown,"Hook and Line","Colin P.L.,  Shapiro D.Y.and Weiler D., 1987, Aspects of the reproduction of two groupers, Epinephelus guttatus and Epinephelus striatus in the West Indies., Bulletin of Marine Science 40(2):220-230."
162,"Cayman Islands",Serranidae,Mycteroperca,bonaci,"Black grouper",Unknown,Unknown,"Spawning observation","Courtship
High seasonal landings
Colour changes associated with spawning",Unknown,,"January February ","Sand channels; Reef promontory (point)","Time/area closure
Limited entry",,"Whaylen, L., C.V. Pattengill-Semmens, B.X. Semmens, P.G. Bush, and M.R. Boardman., 2004, Observations of a Nassau grouper (Epinephelus striatus) spawning aggregation site in Little Cayman, including multi-species spawning information. , Environmental Biology of Fishes. 70: 3 305-313.; Whaylen, L., P.G. Bush, B.C. Johnson, K.E. Luke, C.M.R. McCoy, S. Heppell, B. X. Semmens, and M. Boardman, 2006, Aggregation dynamics and lessons learned from five years of monitoring at a Nassau grouper (Epinephelus striatus) spawning aggregation in Little Cayman, Cayman Islands, BWI., 57th Gulf and Caribbean Fisheries Institute Meeting Proceedings"
722,"Cayman Islands",Ostraciidae,Acanthostracion,polygonius,"honeycomb cowfish",Unknown,Unknown,"Spawning observation","Courtship
Colour changes associated with spawning",Unknown,,"January February ","Sand channels; Reef promontory (point)","Limited entry",,"Whaylen, L., P.G. Bush, B.C. Johnson, K.E. Luke, C.M.R. McCoy, S. Heppell, B. X. Semmens, and M. Boardman, 2006, Aggregation dynamics and lessons learned from five years of monitoring at a Nassau grouper (Epinephelus striatus) spawning aggregation in Little Cayman, Cayman Islands, BWI., 57th Gulf and Caribbean Fisheries Institute Meeting Proceedings"
723,"Cayman Islands",Balistidae,Canthidermis,sufflamen,Triggerfish,Unknown,Unknown,,"Courtship
Colour changes associated with spawning",Unknown,,"January February ","Sand channels; Reef promontory (point)","Limited entry",,"Whaylen, L., P.G. Bush, B.C. Johnson, K.E. Luke, C.M.R. McCoy, S. Heppell, B. X. Semmens, and M. Boardman, 2006, Aggregation dynamics and lessons learned from five years of monitoring at a Nassau grouper (Epinephelus striatus) spawning aggregation in Little Cayman, Cayman Islands, BWI., 57th Gulf and Caribbean Fisheries Institute Meeting Proceedings"
724,"Cayman Islands",Carangidae,Carangoides,bartholomaei,"yellow jack",Unknown,Unknown,,"Courtship
Colour changes associated with spawning",Unknown,,"January February ","Reef promontory (point); Sand channels","Limited entry",,"Whaylen, L., P.G. Bush, B.C. Johnson, K.E. Luke, C.M.R. McCoy, S. Heppell, B. X. Semmens, and M. Boardman, 2006, Aggregation dynamics and lessons learned from five years of monitoring at a Nassau grouper (Epinephelus striatus) spawning aggregation in Little Cayman, Cayman Islands, BWI., 57th Gulf and Caribbean Fisheries Institute Meeting Proceedings"
725,"Cayman Islands",Carangidae,Caranx,crysos,"blue runner",Unknown,Unknown,,"Courtship
Colour changes associated with spawning",Unknown,,"January February ","Sand channels; Reef promontory (point)","Limited entry",,"Whaylen, L., P.G. Bush, B.C. Johnson, K.E. Luke, C.M.R. McCoy, S. Heppell, B. X. Semmens, and M. Boardman, 2006, Aggregation dynamics and lessons learned from five years of monitoring at a Nassau grouper (Epinephelus striatus) spawning aggregation in Little Cayman, Cayman Islands, BWI., 57th Gulf and Caribbean Fisheries Institute Meeting Proceedings"
726,"Cayman Islands",Carangidae,Caranx,latus,"Horse-eye jack",Unknown,Unknown,"Spawning observation","Colour changes associated with spawning",Unknown,,"January February ","Reef promontory (point); Sand channels","Limited entry",,"Whaylen, L., P.G. Bush, B.C. Johnson, K.E. Luke, C.M.R. McCoy, S. Heppell, B. X. Semmens, and M. Boardman, 2006, Aggregation dynamics and lessons learned from five years of monitoring at a Nassau grouper (Epinephelus striatus) spawning aggregation in Little Cayman, Cayman Islands, BWI., 57th Gulf and Caribbean Fisheries Institute Meeting Proceedings"
727,"Cayman Islands",Carangidae,Caranx,lugubris,"Black jack",Unknown,Unknown,"Spawning observation","Courtship
Colour changes associated with spawning",Unknown,,"January February ","Sand channels; Reef promontory (point)","Limited entry",,"Whaylen, L., P.G. Bush, B.C. Johnson, K.E. Luke, C.M.R. McCoy, S. Heppell, B. X. Semmens, and M. Boardman, 2006, Aggregation dynamics and lessons learned from five years of monitoring at a Nassau grouper (Epinephelus striatus) spawning aggregation in Little Cayman, Cayman Islands, BWI., 57th Gulf and Caribbean Fisheries Institute Meeting Proceedings"
728,"Cayman Islands",Carangidae,Caranx,ruber,"Bar jack",Unknown,Unknown,"Spawning observation","Courtship
Colour changes associated with spawning",Unknown,,"January February ","Sand channels; Reef promontory (point)","Limited entry",,"Whaylen, L., P.G. Bush, B.C. Johnson, K.E. Luke, C.M.R. McCoy, S. Heppell, B. X. Semmens, and M. Boardman, 2006, Aggregation dynamics and lessons learned from five years of monitoring at a Nassau grouper (Epinephelus striatus) spawning aggregation in Little Cayman, Cayman Islands, BWI., 57th Gulf and Caribbean Fisheries Institute Meeting Proceedings"
729,"Cayman Islands",Carangidae,Decapterus,macarellus,"Mackerel scad",Unknown,Unknown,"Spawning observation","Courtship
Colour changes associated with spawning",Unknown,,"January February ","Sand channels; Reef promontory (point)","Limited entry",,"Whaylen, L., P.G. Bush, B.C. Johnson, K.E. Luke, C.M.R. McCoy, S. Heppell, B. X. Semmens, and M. Boardman, 2006, Aggregation dynamics and lessons learned from five years of monitoring at a Nassau grouper (Epinephelus striatus) spawning aggregation in Little Cayman, Cayman Islands, BWI., 57th Gulf and Caribbean Fisheries Institute Meeting Proceedings"
730,"Cayman Islands",Serranidae,Epinephelus,guttatus,"Red hind",Unknown,Unknown,,"Courtship
Colour changes associated with spawning",Unknown,,"January February ","Reef promontory (point)","Limited entry",,"Whaylen, L., P.G. Bush, B.C. Johnson, K.E. Luke, C.M.R. McCoy, S. Heppell, B. X. Semmens, and M. Boardman, 2006, Aggregation dynamics and lessons learned from five years of monitoring at a Nassau grouper (Epinephelus striatus) spawning aggregation in Little Cayman, Cayman Islands, BWI., 57th Gulf and Caribbean Fisheries Institute Meeting Proceedings"
731,"Cayman Islands",Haemulidae,Haemulon,album,"White margate ",Unknown,Unknown,,"Courtship
Colour changes associated with spawning",Unknown,,"January February ","Sand channels; Reef promontory (point)","Limited entry",,"Whaylen, L., P.G. Bush, B.C. Johnson, K.E. Luke, C.M.R. McCoy, S. Heppell, B. X. Semmens, and M. Boardman, 2006, Aggregation dynamics and lessons learned from five years of monitoring at a Nassau grouper (Epinephelus striatus) spawning aggregation in Little Cayman, Cayman Islands, BWI., 57th Gulf and Caribbean Fisheries Institute Meeting Proceedings"
732,"Cayman Islands",Kyphosidae,Kyphosus,sp.,Chub,Unknown,Unknown,,"Courtship
Colour changes associated with spawning",Unknown,,"January February ","Sand channels; Reef promontory (point)","Limited entry",,"Whaylen, L., P.G. Bush, B.C. Johnson, K.E. Luke, C.M.R. McCoy, S. Heppell, B. X. Semmens, and M. Boardman, 2006, Aggregation dynamics and lessons learned from five years of monitoring at a Nassau grouper (Epinephelus striatus) spawning aggregation in Little Cayman, Cayman Islands, BWI., 57th Gulf and Caribbean Fisheries Institute Meeting Proceedings"
733,"Cayman Islands",Lutjanidae,Lutjanus,analis,"Mutton snapper",Unknown,Unknown,,"Courtship
Colour changes associated with spawning",Unknown,,"January February ","Sand channels; Reef promontory (point)","Limited entry",,"Whaylen, L., P.G. Bush, B.C. Johnson, K.E. Luke, C.M.R. McCoy, S. Heppell, B. X. Semmens, and M. Boardman, 2006, Aggregation dynamics and lessons learned from five years of monitoring at a Nassau grouper (Epinephelus striatus) spawning aggregation in Little Cayman, Cayman Islands, BWI., 57th Gulf and Caribbean Fisheries Institute Meeting Proceedings"
734,"Cayman Islands",Lutjanidae,Lutjanus,cyanopterus,"Cubera snapper",Unknown,Unknown,,"Courtship
Colour changes associated with spawning",Unknown,,"January February ","Reef promontory (point); Sand channels","Limited entry",,"Whaylen, L., P.G. Bush, B.C. Johnson, K.E. Luke, C.M.R. McCoy, S. Heppell, B. X. Semmens, and M. Boardman, 2006, Aggregation dynamics and lessons learned from five years of monitoring at a Nassau grouper (Epinephelus striatus) spawning aggregation in Little Cayman, Cayman Islands, BWI., 57th Gulf and Caribbean Fisheries Institute Meeting Proceedings"
735,"Cayman Islands",Lutjanidae,Lutjanus,jocu,"Dog snapper",Unknown,Unknown,"Spawning observation","Courtship
Colour changes associated with spawning",Unknown,,"January February ","Sand channels; Reef promontory (point)","Limited entry",,"Whaylen, L., P.G. Bush, B.C. Johnson, K.E. Luke, C.M.R. McCoy, S. Heppell, B. X. Semmens, and M. Boardman, 2006, Aggregation dynamics and lessons learned from five years of monitoring at a Nassau grouper (Epinephelus striatus) spawning aggregation in Little Cayman, Cayman Islands, BWI., 57th Gulf and Caribbean Fisheries Institute Meeting Proceedings"
738,"Cayman Islands",Lutjanidae,Ocyurus,chrysurus,"Yellowtail snapper",Unknown,Unknown,,"Courtship
Colour changes associated with spawning",Unknown,,"January February ","Reef promontory (point); Sand channels","Limited entry",,"Whaylen, L., P.G. Bush, B.C. Johnson, K.E. Luke, C.M.R. McCoy, S. Heppell, B. X. Semmens, and M. Boardman, 2006, Aggregation dynamics and lessons learned from five years of monitoring at a Nassau grouper (Epinephelus striatus) spawning aggregation in Little Cayman, Cayman Islands, BWI., 57th Gulf and Caribbean Fisheries Institute Meeting Proceedings"
739,"Cayman Islands",Serranidae,Mycteroperca,interstitialis,"yellow mouth grouper",Unknown,Unknown,,"Courtship
Colour changes associated with spawning",Unknown,,"January February ","Reef promontory (point)","Limited entry",,"Whaylen, L., P.G. Bush, B.C. Johnson, K.E. Luke, C.M.R. McCoy, S. Heppell, B. X. Semmens, and M. Boardman, 2006, Aggregation dynamics and lessons learned from five years of monitoring at a Nassau grouper (Epinephelus striatus) spawning aggregation in Little Cayman, Cayman Islands, BWI., 57th Gulf and Caribbean Fisheries Institute Meeting Proceedings"
852,"Cayman Islands",Serranidae,Epinephelus,striatus,"Nassau Grouper","Group Spawning",Transient,"Spawning observation","Colour changes associated with spawning",Decreasing,"Full moon
","January February ","Sand channels; Reef promontory (point); Spur and groove","Limited gear types
Time/area closure","Hook and Line
Gill net
Trap
Spear
Longline","Archer SK, Heppell SA, Semmens BX, Pattengill-Semmens CV, Bush PG, Mccoy CM, Johnson BC, 2012, Patterns of color phase indicate spawn timing at a Nassau grouper Epinephelus striatus spawning aggregation, Current Zoology 58(1):73-83; Kobara S, Heyman WD, 2008, Geomorphometric patterns of Nassau grouper (Epinephelus striatus) spawning aggregation sites in the Cayman Islands, Marine Geodesy 31:231-245; Whaylen, L., P.G. Bush, B.C. Johnson, K.E. Luke, C.M.R. McCoy, S. Heppell, B. X. Semmens, and M. Boardman, 2006, Aggregation dynamics and lessons learned from five years of monitoring at a Nassau grouper (Epinephelus striatus) spawning aggregation in Little Cayman, Cayman Islands, BWI., 57th Gulf and Caribbean Fisheries Institute Meeting Proceedings"
736,"Cayman Islands",Serranidae,Epinephelus,striatus,"Nassau Grouper","Group Spawning",Transient,"Spawning observation","High seasonal landings
Colour changes associated with spawning",Same,"Full moon
Third quarter
","January February ","Reef promontory (point); Sand channels","Limited entry
Time/area closure","Hook and Line","Whaylen, L., C.V. Pattengill-Semmens, B.X. Semmens, P.G. Bush, and M.R. Boardman., 2004, Observations of a Nassau grouper (Epinephelus striatus) spawning aggregation site in Little Cayman, including multi-species spawning information. , Environmental Biology of Fishes. 70: 3 305-313.; Whaylen, L., P.G. Bush, B.C. Johnson, K.E. Luke, C.M.R. McCoy, S. Heppell, B. X. Semmens, and M. Boardman, 2006, Aggregation dynamics and lessons learned from five years of monitoring at a Nassau grouper (Epinephelus striatus) spawning aggregation in Little Cayman, Cayman Islands, BWI., 57th Gulf and Caribbean Fisheries Institute Meeting Proceedings"
977,"Cayman Islands",Serranidae,Epinephelus,striatus,"Nassau Grouper",Unknown,Unknown,"Spawning observation","Colour changes associated with spawning",Same,"Full moon
","January February ","Reef promontory (point)","Marine Protected Area
Time/area closure",Unknown,"Scott A. Heppell, 
Brice X. Semmens, 
Stephanie K. Archer, 
Christy V. Pattengill-Semmens, 
Philippe G. Bush, 
Croy M. McCoy, 
Selina S. Heppell, 
Bradley C. Johnson, 2012, Documenting recovery of a spawning aggregation through size frequency analysis from underwater laser calipers measurements, Elsevier Ltd; Whaylen, L., P.G. Bush, B.C. Johnson, K.E. Luke, C.M.R. McCoy, S. Heppell, B. X. Semmens, and M. Boardman, 2006, Aggregation dynamics and lessons learned from five years of monitoring at a Nassau grouper (Epinephelus striatus) spawning aggregation in Little Cayman, Cayman Islands, BWI., 57th Gulf and Caribbean Fisheries Institute Meeting Proceedings"
740,"Costa Rica",Serranidae,Dermatolepis,dermatolepis,"leather bass","Group Spawning",Unknown,"Spawning observation",Courtship,Unknown,,"January February November December ",Other,,,"Erisman, BE, Konotchick TH, Blum S, 2009, Observations of spawning in the Leather Bass, Dermatolepis dermatolepis (Teleostei: Epinephelidae), at Cocos Island, Costa Rica, Environmental Biology of Fishes, v. 85, no. 1, p. 15-20"
200,Cuba,Serranidae,Epinephelus,striatus,"Nassau Grouper",Unknown,Unknown,Unspecified,"High seasonal landings",Unknown,"Full moon
",,"Drop-off (shelf edge)",Unknown,Unknown,"Sadovy Y. & A.M. Eklund, 1999, Synopsis of biological data on the Nassau grouper, Epinephelus striatus (Bloch, 1792), and the jewfish E. itajara (Lichtenstein, 1822)., US Dep. Commerce., NOAA Tech. Rep. NMFS 146, and FAO Fisheries Synopsis 157, 65 p"
198,Cuba,Serranidae,Epinephelus,striatus,"Nassau Grouper",Unknown,Unknown,Unspecified,"High seasonal landings",Unknown,"New moon
Full moon
Third quarter
",,Other,Unknown,Unknown,"Sadovy Y. & A.M. Eklund, 1999, Synopsis of biological data on the Nassau grouper, Epinephelus striatus (Bloch, 1792), and the jewfish E. itajara (Lichtenstein, 1822)., US Dep. Commerce., NOAA Tech. Rep. NMFS 146, and FAO Fisheries Synopsis 157, 65 p"
151,Cuba,Serranidae,Epinephelus,striatus,"Nassau Grouper",Unknown,Unknown,Unspecified,"High seasonal landings",Unknown,"New moon
Full moon
Third quarter
",,Other,Unknown,Unknown,"Sadovy Y. & A.M. Eklund, 1999, Synopsis of biological data on the Nassau grouper, Epinephelus striatus (Bloch, 1792), and the jewfish E. itajara (Lichtenstein, 1822)., US Dep. Commerce., NOAA Tech. Rep. NMFS 146, and FAO Fisheries Synopsis 157, 65 p"
207,Cuba,Lutjanidae,Lutjanus,analis,"Mutton snapper",Unknown,Unknown,Unspecified,"High seasonal landings
Multiple gravid females
Mature gonads",Unknown,"Full moon
","April May June July August September ",Other,Unknown,"Hook and Line","Claro, R. and Lindeman, K.C., 2003, Spawning aggregation sites of snapper and grouper species (Lutjanidae and Serranidae) on the insular shelf of Cuba, Gulf and Caribbean Research Institute14(2):91-106"
166,Cuba,Serranidae,Epinephelus,striatus,"Nassau Grouper",Unknown,Unknown,Unspecified,"High seasonal landings",Unknown,"New moon
Full moon
Third quarter
",,Other,Unknown,Unknown,"Sadovy Y. & A.M. Eklund, 1999, Synopsis of biological data on the Nassau grouper, Epinephelus striatus (Bloch, 1792), and the jewfish E. itajara (Lichtenstein, 1822)., US Dep. Commerce., NOAA Tech. Rep. NMFS 146, and FAO Fisheries Synopsis 157, 65 p"
127,Cuba,Serranidae,Epinephelus,striatus,"Nassau Grouper",Unknown,Unknown,Unspecified,"High seasonal landings",Unknown,"Full moon
",,Other,Unknown,Unknown,"Sadovy Y. & A.M. Eklund, 1999, Synopsis of biological data on the Nassau grouper, Epinephelus striatus (Bloch, 1792), and the jewfish E. itajara (Lichtenstein, 1822)., US Dep. Commerce., NOAA Tech. Rep. NMFS 146, and FAO Fisheries Synopsis 157, 65 p"
25,Cuba,Serranidae,Epinephelus,striatus,"Nassau Grouper",Unknown,Unknown,Unspecified,"High seasonal landings",Unknown,,,Other,Unknown,Unknown,"Sadovy Y. & A.M. Eklund, 1999, Synopsis of biological data on the Nassau grouper, Epinephelus striatus (Bloch, 1792), and the jewfish E. itajara (Lichtenstein, 1822)., US Dep. Commerce., NOAA Tech. Rep. NMFS 146, and FAO Fisheries Synopsis 157, 65 p"
224,Cuba,Serranidae,Epinephelus,striatus,"Nassau Grouper",Unknown,Unknown,Unspecified,"High seasonal landings",Unknown,"Full moon
",,Other,Unknown,Unknown,"Sadovy Y. & A.M. Eklund, 1999, Synopsis of biological data on the Nassau grouper, Epinephelus striatus (Bloch, 1792), and the jewfish E. itajara (Lichtenstein, 1822)., US Dep. Commerce., NOAA Tech. Rep. NMFS 146, and FAO Fisheries Synopsis 157, 65 p"
295,Cuba,Serranidae,Epinephelus,striatus,"Nassau Grouper",Unknown,Unknown,Unspecified,"High seasonal landings",Unknown,"New moon
Full moon
Third quarter
",,Other,Unknown,Unknown,"Sadovy Y. & A.M. Eklund, 1999, Synopsis of biological data on the Nassau grouper, Epinephelus striatus (Bloch, 1792), and the jewfish E. itajara (Lichtenstein, 1822)., US Dep. Commerce., NOAA Tech. Rep. NMFS 146, and FAO Fisheries Synopsis 157, 65 p"
133,Cuba,Serranidae,Epinephelus,striatus,"Nassau Grouper",Unknown,Unknown,Unspecified,"High seasonal landings",Unknown,,,Other,Unknown,Unknown,"Sadovy Y. & A.M. Eklund, 1999, Synopsis of biological data on the Nassau grouper, Epinephelus striatus (Bloch, 1792), and the jewfish E. itajara (Lichtenstein, 1822)., US Dep. Commerce., NOAA Tech. Rep. NMFS 146, and FAO Fisheries Synopsis 157, 65 p"
10,Cuba,Serranidae,Epinephelus,striatus,"Nassau Grouper",Unknown,Unknown,Unspecified,"High seasonal landings",Unknown,,,Other,Unknown,Unknown,"Sadovy Y. & A.M. Eklund, 1999, Synopsis of biological data on the Nassau grouper, Epinephelus striatus (Bloch, 1792), and the jewfish E. itajara (Lichtenstein, 1822)., US Dep. Commerce., NOAA Tech. Rep. NMFS 146, and FAO Fisheries Synopsis 157, 65 p"
298,Cuba,Serranidae,Epinephelus,striatus,"Nassau Grouper",Unknown,Unknown,Unspecified,"High seasonal landings",Unknown,"Full moon
",,Other,Unknown,Unknown,"Sadovy Y. & A.M. Eklund, 1999, Synopsis of biological data on the Nassau grouper, Epinephelus striatus (Bloch, 1792), and the jewfish E. itajara (Lichtenstein, 1822)., US Dep. Commerce., NOAA Tech. Rep. NMFS 146, and FAO Fisheries Synopsis 157, 65 p"
167,Cuba,Serranidae,Epinephelus,striatus,"Nassau Grouper",Unknown,Unknown,Unspecified,"High seasonal landings",Unknown,"Full moon
",,Other,Unknown,Unknown,"Sadovy Y. & A.M. Eklund, 1999, Synopsis of biological data on the Nassau grouper, Epinephelus striatus (Bloch, 1792), and the jewfish E. itajara (Lichtenstein, 1822)., US Dep. Commerce., NOAA Tech. Rep. NMFS 146, and FAO Fisheries Synopsis 157, 65 p"
85,Cuba,Serranidae,Epinephelus,striatus,"Nassau Grouper",Unknown,Unknown,Unspecified,"High seasonal landings",Unknown,"New moon
Full moon
Third quarter
",,Other,Unknown,Unknown,"Sadovy Y. & A.M. Eklund, 1999, Synopsis of biological data on the Nassau grouper, Epinephelus striatus (Bloch, 1792), and the jewfish E. itajara (Lichtenstein, 1822)., US Dep. Commerce., NOAA Tech. Rep. NMFS 146, and FAO Fisheries Synopsis 157, 65 p"
311,Cuba,Serranidae,Epinephelus,striatus,"Nassau Grouper",Unknown,Unknown,Unspecified,"High seasonal landings",Unknown,"New moon
Full moon
Third quarter
",,"Drop-off (shelf edge)",Unknown,Unknown,"Sadovy Y. & A.M. Eklund, 1999, Synopsis of biological data on the Nassau grouper, Epinephelus striatus (Bloch, 1792), and the jewfish E. itajara (Lichtenstein, 1822)., US Dep. Commerce., NOAA Tech. Rep. NMFS 146, and FAO Fisheries Synopsis 157, 65 p"
302,Cuba,Serranidae,Epinephelus,striatus,"Nassau Grouper",Unknown,Unknown,Unspecified,"High seasonal landings",Unknown,"New moon
Full moon
Third quarter
",,Other,Unknown,Unknown,"Sadovy Y. & A.M. Eklund, 1999, Synopsis of biological data on the Nassau grouper, Epinephelus striatus (Bloch, 1792), and the jewfish E. itajara (Lichtenstein, 1822)., US Dep. Commerce., NOAA Tech. Rep. NMFS 146, and FAO Fisheries Synopsis 157, 65 p"
213,Cuba,Serranidae,Epinephelus,striatus,"Nassau Grouper",Unknown,Unknown,Unspecified,"High seasonal landings",Unknown,"New moon
Full moon
Third quarter
",,Other,Unknown,Unknown,"Sadovy Y. & A.M. Eklund, 1999, Synopsis of biological data on the Nassau grouper, Epinephelus striatus (Bloch, 1792), and the jewfish E. itajara (Lichtenstein, 1822)., US Dep. Commerce., NOAA Tech. Rep. NMFS 146, and FAO Fisheries Synopsis 157, 65 p"
281,Cuba,Serranidae,Epinephelus,striatus,"Nassau Grouper",Unknown,Unknown,Unspecified,"High seasonal landings",Unknown,,,Other,Unknown,Unknown,"Sadovy Y. & A.M. Eklund, 1999, Synopsis of biological data on the Nassau grouper, Epinephelus striatus (Bloch, 1792), and the jewfish E. itajara (Lichtenstein, 1822)., US Dep. Commerce., NOAA Tech. Rep. NMFS 146, and FAO Fisheries Synopsis 157, 65 p"
53,Cuba,Lutjanidae,Lutjanus,synagris,"Lane snapper",Unknown,Transient,"Postovulatory follicles
Hydrated eggs","Mature gonads",Increasing,"First quarter
Full moon
","April May June July August September ","Outer reef slope; High coral cover",Unknown,"Gill net
Bottom Trawl","Claro, R. and Lindeman, K.C., 2003, Spawning aggregation sites of snapper and grouper species (Lutjanidae and Serranidae) on the insular shelf of Cuba, Gulf and Caribbean Research Institute14(2):91-106"
108,Cuba,Lutjanidae,Lutjanus,synagris,"Lane snapper",Unknown,Unknown,Unspecified,"High seasonal landings",Increasing,"First quarter
Full moon
","May June July August September ","Outer reef slope",Unknown,"Gill net
Bottom Trawl","Claro, R. and Lindeman, K.C., 2003, Spawning aggregation sites of snapper and grouper species (Lutjanidae and Serranidae) on the insular shelf of Cuba, Gulf and Caribbean Research Institute14(2):91-106"
50,Cuba,Lutjanidae,Lutjanus,cyanopterus,"Cubera snapper",Unknown,Unknown,Unspecified,"High seasonal landings",Decreasing,"Full moon
","June July August September ","Outer reef slope",Unknown,"Hook and Line
Spear","Claro, R. and Lindeman, K.C., 2003, Spawning aggregation sites of snapper and grouper species (Lutjanidae and Serranidae) on the insular shelf of Cuba, Gulf and Caribbean Research Institute14(2):91-106"
80,Cuba,Serranidae,Mycteroperca,bonaci,"Black grouper",Unknown,Unknown,Unspecified,"High seasonal landings
Multiple gravid females
Mature gonads",Decreasing,"Full moon
","January February March ",Other,Unknown,"Hook and Line
Trap","Claro, R. and Lindeman, K.C., 2003, Spawning aggregation sites of snapper and grouper species (Lutjanidae and Serranidae) on the insular shelf of Cuba, Gulf and Caribbean Research Institute14(2):91-106"
