country,localities,address,confidence,quality,lat,lon,ne_lat,ne_lon,sw_lat,sw_lon
,Eastern Indian Ocean,Ocean,7,POI,22.277479923394374,114.230080062179,22.282450000000043,114.23517000000004,22.272450000000045,114.22517000000005
,Indo-West Pacific,Pacific International,7,POI,28.62492000000003,77.03920000000005,28.62992000000003,77.04420000000005,28.619920000000032,77.03420000000006
,Northern Indian Ocean,Northern India,7,POI,30.669230000000027,76.81337000000008,30.674230000000026,76.81837000000007,30.66423000000003,76.80837000000008
,Not given.,"Given, West Virginia",7,Locality,38.73041000000006,-81.72812999999996,38.74041000000006,-81.71812999999996,38.720410000000065,-81.73812999999997
Hawaii,not stated,"State of Hawaii, Hawaii",1,Locality,20.750280000000032,-156.50027999999998,23.13628000000003,-154.11427999999998,18.364280000000033,-158.88627999999997
Mozambique,"Mozambique channel, off Madagascar",Mozambique Channel,1,POI,-19.999999999999943,43.00000000000006,-4.999999999999943,58.00000000000006,-34.99999999999994,28.000000000000057
,Southwestern Indian Ocean (1),"S 1st St, Des Moines, Iowa, 50321",9,StreetName,41.54703972790831,-93.703149,41.54803972790831,-93.70214899999999,41.546039727908315,-93.704149
,Southwestern Indian Ocean (2),Southeastern,7,POI,19.27284000000003,72.86030000000005,19.27784000000003,72.86530000000005,19.26784000000003,72.85530000000006
South Africa,Off South Africa,South Africa,1,Locality,-28.997182287999976,25.085049940000033,-21.710182287999977,32.37204994000003,-36.284182287999975,17.798049940000034
Australia,southern waters,South East Water,7,POI,-37.9504000344793,145.08062992339444,-37.946069999999956,145.0856000000001,-37.95606999999996,145.07560000000012
USA,Gulf of Mexico off Florida,"Gulf of Mexico Dr, Longboat Key, Florida, 34228",9,StreetName,27.409973570853325,-82.65667044687495,27.410973570853326,-82.65567044687495,27.408973570853323,-82.65767044687496
South Africa,"Natal coast, South African waters","South Africa, West Coast District Municipality, Western Cape",7,Locality,-31.309599999999932,18.357000000000028,-31.29959999999993,18.36700000000003,-31.319599999999934,18.347000000000026
Senegal,Off Senegal,Sénégal,1,Locality,14.363032568000051,-14.459259560999953,17.00503256800005,-11.817259560999954,11.721032568000052,-17.101259560999953
,Southestern Indian Ocean,Southeastern,7,POI,19.27284000000003,72.86030000000005,19.27784000000003,72.86530000000005,19.26784000000003,72.85530000000006
NA,Northeastern Indian Ocean,"N Eastern Ave, Hart, Michigan, 49420",9,StreetName,43.68905100000002,-86.35318649999999,43.69005100000002,-86.35218649999999,43.68805100000002,-86.3541865
NA,South Pacific,South Pacific,7,POI,27.937599972734056,-82.30190002553519,27.941900000000036,-82.29690999999997,27.931900000000038,-82.30690999999996
,"Off West Africa, Laysan Island, off East Africa, European waters, eastern North Pacific, southern Australia, Californian waters.","Island, Sampoor East",7,Locality,8.499240000000043,81.29012000000006,8.509240000000043,81.30012000000006,8.489240000000043,81.28012000000005
NA,Eastern Indian Ocean,"N Eastern Ave, Hart, Michigan, 49420",9,StreetName,43.68905100000002,-86.35318649999999,43.69005100000002,-86.35218649999999,43.68805100000002,-86.3541865
NA,"Off northwestern Borneo, off Taiwan Island, off Borneo",North Western,1,Locality,7.7859814960000335,80.11037378300006,8.335981496000034,80.66037378300005,7.235981496000034,79.56037378300006
Mexico,"Campeche Bank, Yucatan","Calle Yucatán, Fracc Fidel Velázquez, Campeche, 24023",9,StreetName,19.869787766119046,-90.49118629512316,19.870787766119047,-90.49018629512315,19.868787766119045,-90.49218629512316
,Eastern and central Pacific,"Eastern Ave & Center St, Arcata, California, 95521",9,StreetInt,40.880574,-124.0900605,40.881574,-124.0890605,40.879574000000005,-124.09106050000001
,Northwestern Atlantic,"Atlantic, Iowa",5,Locality,41.40400000000005,-95.01373999999998,41.43600000000005,-94.98173999999999,41.37200000000006,-95.04573999999998
,Northwestern Gulf of Mexico,"N Western St, Mexico, Missouri, 65265",9,StreetName,39.17801320984603,-91.88705242363771,39.179013209846026,-91.88605242363771,39.17701320984603,-91.88805242363772
,Southwestern Gulf of Mexico,"S Western St, Mexico, Missouri, 65265",9,StreetName,39.16315201858876,-91.88768105383437,39.16415201858876,-91.88668105383437,39.16215201858876,-91.88868105383438
,Western Indian Ocean,Western Indian,7,POI,9.49523000000005,76.32186000000007,9.50023000000005,76.32686000000007,9.490230000000048,76.31686000000008
Australia,not given,Given,7,POI,-37.050869999999975,146.0911000000001,-37.04586999999997,146.0961000000001,-37.05586999999998,146.0861000000001
Hawaii,to be filled,Hawaii,1,Locality,21.439542579000033,-157.94363192999998,29.68754257900003,-149.69563193,13.191542579000034,-166.19163192999997
NA,Ganges Hooghly system,NA,1,Locality,-22.138976121999974,17.22149898400005,-15.756976121999973,23.60349898400005,-28.520976121999976,10.839498984000048
NA,Indo-West Pacific,Pacific International,7,POI,28.62492000000003,77.03920000000005,28.62992000000003,77.04420000000005,28.619920000000032,77.03420000000006
NA,Tropical Atlantic,Atlantic Tropical,7,POI,33.865170000000035,-118.08221999999995,33.87017000000004,-118.07721999999995,33.86017000000003,-118.08721999999995
South Africa,coastal waters,Coastals,7,POI,-28.77636999999993,31.897280000000023,-28.77136999999993,31.902280000000022,-28.781369999999928,31.892280000000024
,Western Atlantic,"Atlantic St, Eugene, Oregon, 97402",9,StreetName,44.056765466052774,-123.18348403784921,44.05776546605277,-123.1824840378492,44.055765466052776,-123.18448403784922
,North Atlantic,North Atlantic,7,POI,47.93989000000005,-53.94766999999996,47.94489000000005,-53.94266999999996,47.934890000000046,-53.95266999999996
Madagascar,Off Madagascar,Madagascar,1,Locality,-19.37694392999998,46.69788267100006,-14.138943929999982,51.93588267100006,-24.61494392999998,41.45988267100006
NA,"Central Pacific, western North Atlantic, Southwestern Indian Ocean","Southwestern, Oklahoma City, Oklahoma",7,Locality,35.40380000000005,-97.53467999999998,35.413800000000045,-97.52467999999998,35.39380000000005,-97.54467999999999
NA,"Indian Ocean, North Atlantic","Ocean Ter, Atlantic City, New Jersey, 08401",9,StreetName,39.36750577006239,-74.43059192353431,39.368505770062384,-74.4295919235343,39.36650577006239,-74.43159192353431
India,Bombay waters,Waters India,7,POI,19.11170000000004,72.86860000000007,19.11670000000004,72.87360000000007,19.106700000000043,72.86360000000008
NA,Tropical Indo-Pacific,Tropical,7,POI,-10.998659999999973,-68.75203999999997,-10.993659999999972,-68.74703999999997,-11.003659999999973,-68.75703999999996
,Southwestern Pacific,Western Pacific,7,POI,37.86770000000007,-122.26785999999998,37.87270000000007,-122.26285999999999,37.86270000000007,-122.27285999999998
,"Eastern North Pacific and western North Atlantic, off southern coast of Natal",North,2,Locality,22.513688157514594,114.20695567996347,22.583688157514594,114.27695567996346,22.443688157514593,114.13695567996348
NA,Atlantic South America,S,7,POI,39.49290000000008,-74.52749999999997,39.50090000000008,-74.51949999999998,39.484900000000074,-74.53549999999997
USA,Eastern Central (probably off Florida),"Easter St, Milton, Florida, 32571",9,StreetName,30.606918172258652,-87.11053555713471,30.607918172258653,-87.1095355571347,30.60591817225865,-87.11153555713472
Brazil,continental shelves,"Continental, Serra, Espírito Santo",7,Locality,-20.123539999999934,-40.292659999999955,-20.113539999999933,-40.28265999999996,-20.133539999999936,-40.30265999999995
Madagascar,Mediterranean side,Madagascar,1,Locality,-19.37694392999998,46.69788267100006,-14.138943929999982,51.93588267100006,-24.61494392999998,41.45988267100006
South Africa,off Natal,"Natal, KwaZulu-Natal",1,Locality,-28.999999999999943,30.000000000000057,-26.895999999999944,32.104000000000056,-31.103999999999942,27.896000000000058
NA,Western Atlantic,"Atlantic St, Eugene, Oregon, 97402",9,StreetName,44.056765466052774,-123.18348403784921,44.05776546605277,-123.1824840378492,44.055765466052776,-123.18448403784922
Australia,northern waters,Water Street North Park,7,POI,-27.573129999999935,151.94733000000008,-27.568129999999936,151.95233000000007,-27.578129999999934,151.94233000000008
India,Off Bombay,"Bombay, Mumbai, Maharashtra",1,Locality,18.940170000000023,72.83483000000007,19.08117000000002,72.97583000000007,18.799170000000025,72.69383000000006
NA,Caribbean Sea,Caribbean Sea,1,POI,17.671980000000076,-77.18521999999996,37.671980000000076,-57.18521999999996,-2.328019999999924,-97.18521999999996
NA,North Eastern Atlantic,Eastern,7,POI,39.349760040538925,-74.45844008050076,39.35494000000006,-74.45356999999996,39.34494000000006,-74.46356999999995
Portugal,Off Sesimbra (Jan 2000-Aug 2006),"Sesimbra, Setúbal",1,Locality,38.444060000000036,-9.100329999999929,38.53806000000004,-9.00632999999993,38.350060000000035,-9.194329999999928
Venezuela,Venezuela,Venezuela,1,Locality,7.120733800000039,-66.16282028899997,13.410733800000038,-59.87282028899997,0.830733800000039,-72.45282028899997
,East Africa,East Africa,7,POI,25.269990000000064,55.30419000000006,25.274990000000063,55.309190000000065,25.264990000000065,55.29919000000006
New Caledonia,New Caledonia,New Caledonia,1,Locality,-21.307791315999964,165.70184184200002,-18.383791315999964,168.62584184200003,-24.231791315999963,162.77784184200002
United Arab Em.,"off Abu Dhabi, 2003-2004","Lane 2004, Al Dhafrah East, Abu Dhabi",9,StreetName,24.233449136770023,54.613607355729464,24.234449136770024,54.61460735572946,24.232449136770022,54.612607355729466
French Guiana,Spawns on banks.,French Guiana,1,Locality,3.921724136000023,-53.23312207499998,5.577724136000024,-51.577122074999984,2.265724136000023,-54.88912207499998
Egypt,"Alexandria, 1981-82",Alexandria,1,Locality,31.210500000000025,29.91253000000006,31.536500000000025,30.23853000000006,30.884500000000024,29.58653000000006
UK,British Isles,British Isles,1,POI,54.00000000000006,-3.999999999999943,69.00000000000006,11.000000000000057,39.00000000000006,-18.999999999999943
Chad,"Malamfatori, Lake Chad",Chad,1,Locality,15.376264850000041,18.674165747000075,22.01126485000004,25.309165747000073,8.741264850000041,12.039165747000075
Burkina Faso,Tapoa,"Tapoa, Est",1,Locality,12.06797189200006,1.7465091550000693,12.73397189200006,2.4125091550000692,11.40197189200006,1.0805091550000694
French Guiana,In brackish waters in estuaries.,"French, Indiana",7,Locality,39.02032000000003,-84.88203999999996,39.030320000000025,-84.87203999999996,39.01032000000003,-84.89203999999997
Mexico,Mexico,"Mexico, Cuauhtémoc, Ciudad de México",1,Locality,19.431940000000054,-99.13314999999994,19.646940000000054,-98.91814999999994,19.216940000000054,-99.34814999999995
Spain,off Blanes,"Blanes, Girona, Catalunya",5,Locality,41.672690000000046,2.7909400000000346,41.70769000000004,2.8259400000000348,41.63769000000005,2.7559400000000345
Bulgaria,Batak Dam,"Batak, Pazardzhik",1,Locality,41.94292000000007,24.216270000000065,42.133920000000074,24.407270000000064,41.75192000000007,24.025270000000067
Bulgaria,Batak Dam (1982- 1988),"Batak, Pazardzhik",1,Locality,41.94292000000007,24.216270000000065,42.133920000000074,24.407270000000064,41.75192000000007,24.025270000000067
Poland,Curonian Lagoon,Curonian Lagoon,1,POI,55.09278000000006,20.916390000000035,55.34278000000006,21.166390000000035,54.84278000000006,20.666390000000035
Lithuania,"Curonian Lagoon,",Curonian Lagoon,1,POI,55.09278000000006,20.916390000000035,55.34278000000006,21.166390000000035,54.84278000000006,20.666390000000035
Poland,"Curonian Lagoon, spring 2000",2000,3,Postal,48.38708500000007,16.192831830000046,48.45408500000007,16.259831830000046,48.32008500000007,16.125831830000045
Turkey,E?irdir Lake,Lake Egridir,1,POI,38.044170000000065,30.89417000000003,39.044170000000065,31.89417000000003,37.044170000000065,29.89417000000003
Finland,"Helsinki, Gulf of Finland",Helsinki,1,Locality,60.17116000000004,24.932650000000024,60.32816000000004,25.089650000000024,60.01416000000005,24.775650000000024
Turkey,"Hirfanl? Dam Lake, Red River Basin","Dam, Mardin",7,Locality,37.52052000000003,40.53331000000003,37.53052000000003,40.54331000000003,37.510520000000035,40.52331000000003
Sweden,inlet basins in the east coast (April-Jun 2002),2002,4,Postal,48.509027367000044,16.235240000000033,48.564027367000044,16.290240000000033,48.454027367000045,16.180240000000033
Poland,Jeziorak Lake,"Jeziora, Jutrosin, Powiat Rawicki, Woj. Wielkopolskie",7,Locality,51.58504000000005,17.18906000000004,51.59504000000005,17.199060000000042,51.57504000000005,17.17906000000004
Finland,"Lake Tuusulanjärvi, May-June 1997",Tuusulanjärvi,1,POI,60.43333000000007,25.050000000000068,61.43333000000007,26.050000000000068,59.43333000000007,24.050000000000068
UK,Not stated,State,7,POI,30.032800000000066,78.20891000000006,30.037800000000065,78.21391000000006,30.027800000000067,78.20391000000006
Poland,Omulew Lake,Omulew,1,POI,53.48887000000008,20.576530000000048,54.48887000000008,21.576530000000048,52.48887000000008,19.576530000000048
Bulgaria,Ovcharitsa cooling reservoir (1986-1988),"1988, Vex, Wallis",6,Postal,46.18370225900003,7.382825000000025,46.20870225900003,7.407825000000026,46.15870225900003,7.357825000000025
Poland,Peipsi Lake,Lake,7,POI,52.24329993060776,16.752380001153888,52.248240000000074,16.757840000000048,52.23824000000007,16.74784000000005
Poland,Pärnu Bay,Poland,1,Locality,52.12379015400006,19.39876898600005,56.08779015400006,23.36276898600005,48.15979015400006,15.43476898600005
Estonia,"Pärnu Bay, Gulf of Riga","Pärnu, Pärnu Maakond",1,Locality,58.385920000000056,24.49789000000004,58.74992000000005,24.86189000000004,58.02192000000006,24.13389000000004
Romania,River Razelm (1959),România,1,Locality,45.845854975000066,24.973472215000072,49.38385497500006,28.511472215000072,42.30785497500007,21.435472215000072
Germany,Schleswig-Holstein,Schleswig-Holstein,1,Locality,54.18536377500004,9.81098836600006,55.47136377500004,11.09698836600006,52.89936377500004,8.524988366000061
Turkey,"Seyhan Dam Lake, June 2007-2008","2008 W Turkey Ln, Baldwin, Michigan, 49304",9,StreetAddress,43.873392556274524,-85.84178047931874,43.87439255627452,-85.84078047931874,43.87239255627453,-85.84278047931875
Poland,"Szczecin Lagoon, spring 2000","Szczecin, Woj. Zachodniopomorskie",1,Locality,53.42521000000005,14.555490000000077,53.57421000000005,14.704490000000076,53.27621000000005,14.406490000000078
Poland,Vistula Lagoon,Vistula Lagoon,1,POI,54.44722000000007,19.75139000000007,74.44722000000007,39.75139000000007,34.44722000000007,-0.24860999999992828
Poland,Vistula Lagoon -,Vistula Lagoon,1,POI,54.44722000000007,19.75139000000007,74.44722000000007,39.75139000000007,34.44722000000007,-0.24860999999992828
Poland,"Vistula Lagoon,",Vistula Lagoon,1,POI,54.44722000000007,19.75139000000007,74.44722000000007,39.75139000000007,34.44722000000007,-0.24860999999992828
Poland,Vistula near W?oc?awek,"Włocławek, Woj. Kujawsko-Pomorskie",2,Locality,52.661140000000046,19.057150000000036,52.75714000000004,19.153150000000036,52.56514000000005,18.961150000000035
Poland,Võrtsjärves Lake,Võrtsjärv,1,POI,58.270830000000046,26.041670000000067,59.270830000000046,27.041670000000067,57.270830000000046,25.041670000000067
Poland,Wielimie Lake,Wielimie,1,POI,53.75630000000007,16.746610000000032,54.75630000000007,17.746610000000032,52.75630000000007,15.746610000000032
Poland,Within Vistula Lagoon,Vistula Lagoon,1,POI,54.44722000000007,19.75139000000007,74.44722000000007,39.75139000000007,34.44722000000007,-0.24860999999992828
Poland,Ähijärves Lake,Poland,1,Locality,52.12379015400006,19.39876898600005,56.08779015400006,23.36276898600005,48.15979015400006,15.43476898600005
French Guiana,Western Atlantic,French Guiana,1,Locality,3.921724136000023,-53.23312207499998,5.577724136000024,-51.577122074999984,2.265724136000023,-54.88912207499998
USA,St. Martins Reef to Egmont Reef,Saint Martins Reef,1,POI,20.616670000000056,92.20000000000005,21.616670000000056,93.20000000000005,19.616670000000056,91.20000000000005
NA,boreal North Atlantic,"Boreas Rd, Hammonton, New Jersey, 08037",9,StreetName,39.63336144955741,-74.71794570416455,39.63436144955741,-74.71694570416454,39.632361449557415,-74.71894570416455
Australia,to be filled,"La Australia, Tolima",7,Locality,4.433610000000044,-75.48582999999996,4.443610000000044,-75.47582999999996,4.4236100000000445,-75.49582999999997
Hong Kong,eastern waters of Hong Kong,"EASTERN, Hong Kong",1,Locality,22.272090400000025,114.22139600000003,26.272090400000025,118.22139600000003,18.272090400000025,110.22139600000003
Jamaica,Caribbean Sea,Caribbean Sea,1,POI,17.671980000000076,-77.18521999999996,37.671980000000076,-57.18521999999996,-2.328019999999924,-97.18521999999996
,Curaçao,Curacao,1,Locality,12.193507423000028,-68.97143527599997,12.427507423000028,-68.73743527599997,11.959507423000028,-69.20543527599996
Bahamas,Bahamas,Bahamas,1,Locality,25.040820000000053,-77.37121999999994,28.552820000000054,-73.85921999999994,21.528820000000053,-80.88321999999994
Brazil,Bahia (2005-2007),"Avenida Brasil 2007, Eunápolis, Bahia, 45823-602",9,StreetAddress,-16.31911136253898,-39.57619584770096,-16.31811136253898,-39.57519584770096,-16.32011136253898,-39.577195847700956
Jamaica,Carribean Sea,Caribbean Sea,1,POI,17.671980000000076,-77.18521999999996,37.671980000000076,-57.18521999999996,-2.328019999999924,-97.18521999999996
Egypt,South Sinai,South Sinai,1,Locality,29.03799357400004,33.81187367800004,30.16799357400004,34.94187367800004,27.90799357400004,32.68187367800004
Hong Kong,Not specified.,Hong Kong,1,Locality,22.351958323000076,114.1193859870001,22.790958323000076,114.5583859870001,21.912958323000076,113.68038598700011
French Polynesia,French Polynesia,French Polynesia,1,Locality,-17.67739793399994,-149.40097329699998,-7.770397933999941,-139.49397329699997,-27.58439793399994,-159.307973297
United Arab Em.,"coast of the Emirate of Abu Dhabi, Sept. 2000-March 2003","México DF, Cuauhtémoc, Ciudad de México",1,Locality,19.431940000000054,-99.13314999999994,19.646940000000054,-98.91814999999994,19.216940000000054,-99.34814999999995
Senegal,Dakar,Dakar,2,Locality,14.66927000000004,-17.436609999999973,14.73527000000004,-17.370609999999974,14.60327000000004,-17.502609999999972
India,Southeast coasts,"South City East, Ayali Khurd, Ludhiana, Punjab",7,Locality,30.913470000000075,75.76922000000008,30.923470000000076,75.77922000000008,30.903470000000073,75.75922000000007
India,Southwest coasts,"South West, Delhi",1,Locality,28.57082282600004,77.01878134100008,28.70482282600004,77.15278134100008,28.43682282600004,76.88478134100008
Kuwait,to be filled,Kuwait,1,Locality,29.355337252000027,47.61216588100007,30.306337252000027,48.56316588100007,28.404337252000026,46.661165881000066
New Zealand,off New Zealand,New Zealand,1,Locality,-42.28723356399996,172.34343250000006,-34.42723356399996,179.9,-50.14723356399996,164.48343250000005
Greece,Euboikos and Pagassitikos Gulfs,Greece,1,Locality,39.00000000000006,22.000000000000057,43.30500000000006,26.305000000000057,34.69500000000006,17.695000000000057
Venezuela,Araya Peninsula (opposite Margarita Island),"Margarita, Miranda",7,Locality,10.403770000000065,-66.79817999999995,10.413770000000065,-66.78817999999994,10.393770000000066,-66.80817999999995
Colombia,"Ciénaga Grande de Santa Marta, Magdalena, 1982",Ciénaga Grande de Santa Marta,1,POI,10.833330000000046,-74.41666999999995,11.083330000000046,-74.16666999999995,10.583330000000046,-74.66666999999995
Brazil,Santa Catarina (1999-2001),Santa Catarina,1,Locality,-27.246320098999945,-50.48682149399997,-25.025320098999945,-48.265821493999965,-29.467320098999945,-52.70782149399997
Panama,Gulf of Panama,"Calle Gulf, Ancón, Panamá",9,StreetName,8.951299548297305,-79.55894627414864,8.952299548297304,-79.55794627414863,8.950299548297306,-79.55994627414864
,"Off the Atlantic seaboard of North America, off the eastern North Pacific, off the British Isles","Pacific, Missouri",5,Locality,38.48359000000005,-90.74140999999997,38.515590000000046,-90.70940999999998,38.45159000000005,-90.77340999999997
Canada,Western Atlantic,"Atlantic, Shelburne, Shelburne Municipal District, Nova Scotia",7,Locality,43.57994000000008,-65.33994999999999,43.58994000000008,-65.32994999999998,43.56994000000008,-65.34994999999999
Elephant I.,Elephant Is/Antarctic Peninsula,"Elephant, Bedminster Twp, Pennsylvania",7,Locality,40.42124000000007,-75.24549999999994,40.43124000000007,-75.23549999999993,40.41124000000007,-75.25549999999994
Antarctica,South Georgia Islands,South Georgia,1,POI,-54.24999999999994,-36.74999999999994,-44.24999999999994,-26.749999999999943,-64.24999999999994,-46.74999999999994
Antarctica,South Orkney Islands,South Orkney Islands,1,POI,-60.58332999999993,-45.49999999999994,-50.58332999999993,-35.49999999999994,-70.58332999999993,-55.49999999999994
Antarctica,Cosmonaut Sea,Antarctica,1,Locality,-78.15855999999997,16.40626000000003,-56.32155999999996,38.243260000000035,-84.9,-5.430739999999968
Antarctica,not stated,Antarctica,1,Locality,-78.15855999999997,16.40626000000003,-56.32155999999996,38.243260000000035,-84.9,-5.430739999999968
Brazil,"Paranaguá Estuarine Complex (25°30’ S, 48°25’ W)","Brazil, Distrito Federal",1,Locality,-15.77828999999997,-47.929089999999974,-15.63128999999997,-47.782089999999975,-15.92528999999997,-48.07608999999997
USA,"South Carolina, 1985-87",South Carolina,1,Locality,33.90386340900005,-80.89375234699997,35.902863409000055,-78.89475234699998,31.904863409000054,-82.89275234699997
Japan,Okinawa,Okinawa,1,Locality,26.212281147000056,127.68094692400007,31.001281147000057,132.46994692400006,21.423281147000054,122.89194692400007
Jamaica,island shelfs and oceanic banks (1968-1973),"Isle, Manchester",7,Locality,17.950000000000045,-77.53332999999998,17.960000000000047,-77.52332999999997,17.940000000000044,-77.54332999999998
Elephant I.,Elephant Island/Antarctic Peninsula,peninsula,1,POI,-64.51666999999998,-59.666669999999954,-54.516669999999976,-49.666669999999954,-74.51666999999998,-69.66666999999995
Kerguelen Is.,Kerguelen Is,Kerguelen,1,Locality,-49.24999999999994,69.16667000000007,-46.74999999999994,71.66667000000007,-51.74999999999994,66.66667000000007
Antarctica,Skif Bank,Antarctica,1,Locality,-78.15855999999997,16.40626000000003,-56.32155999999996,38.243260000000035,-84.9,-5.430739999999968
Antarctica,South Georgia Island,South Georgia,1,POI,-54.24999999999994,-36.74999999999994,-44.24999999999994,-26.749999999999943,-64.24999999999994,-46.74999999999994
Indonesia,"Kapuas Lakes area, Kalimantan Barat","Kapuas, Sanggau, Kalimantan Barat",7,Locality,0.10047000000002981,110.63887000000005,0.11047000000002981,110.64887000000006,0.09047000000002982,110.62887000000005
Heard McDon Is.,Heard Is,"Hearn Rd, Franklin, Georgia, 30217",9,StreetName,33.2593371585755,-85.129179137057,33.260337158575496,-85.12817913705699,33.2583371585755,-85.130179137057
Indonesia,Central section,Central,7,POI,-3.291999999999973,114.59384000000011,-3.2869999999999733,114.59884000000011,-3.296999999999973,114.58884000000012
India,Coromandel coast,Coromandel Coast,1,POI,14.000000000000057,80.16667000000007,14.500000000000057,80.66667000000007,13.500000000000057,79.66667000000007
Indonesia,Eastern section,Eastern,7,POI,0.5233600000000251,101.42169000000007,0.5283600000000251,101.42669000000006,0.5183600000000251,101.41669000000007
Fiji,Fiji,Fiji,1,Locality,-17.835402366999972,177.96333137200008,-14.769402366999971,179.9,-20.90140236699997,174.89733137200008
India,Gulf of Manaar,"Manawar, Dhar, Madhya Pradesh",1,Locality,22.237500000000068,75.08742000000007,22.419500000000067,75.26942000000007,22.05550000000007,74.90542000000006
India,Malabar coast,Malabār Coast,1,POI,10.000000000000057,76.25000000000006,10.500000000000057,76.75000000000006,9.500000000000057,75.75000000000006
Sri Lanka,Not stated,Sri Lanka,1,Locality,7.617678409000064,80.69863241800005,9.186678409000063,82.26763241800005,6.048678409000064,79.12963241800004
India,Palk Strait,Palk Strait,1,POI,10.000000000000057,79.75000000000006,25.000000000000057,94.75000000000006,-4.999999999999943,64.75000000000006
Philippines,Philippines,Philippines,1,Locality,14.164862797000069,120.8616300000001,20.71686279700007,127.41363000000011,7.612862797000068,114.3096300000001
Philippines,"rearing ponds - Pangasinan, Zambales, Bohol, Davao del Sur (March-Dec 1985)","Bohol, Province of Davao del Norte, Davao",7,Locality,7.492800000000045,125.84300000000007,7.502800000000045,125.85300000000008,7.482800000000045,125.83300000000007
Taiwan,Taiwan,Taiwan (R.O.C.),1,Locality,23.752816021000058,120.95346396100001,25.845816021000058,123.04646396100001,21.659816021000058,118.86046396100001
Thailand,Thailand,Thailand,1,Locality,15.11680278700004,101.01223920600006,20.90280278700004,106.79823920600006,9.330802787000039,95.22623920600006
Viet Nam,Viet Nam,Việt Nam,1,Locality,16.166670000000067,107.83333000000005,23.780670000000068,115.44733000000005,8.552670000000067,100.21933000000004
Indonesia,Western section,Westeren,7,POI,3.5913900000000467,98.66311000000007,3.5963900000000466,98.66811000000007,3.586390000000047,98.65811000000008
,Southern Africa,Southern,7,POI,-29.812329999999974,30.869770000000074,-29.807329999999975,30.874770000000073,-29.817329999999973,30.864770000000075
NA,Northeast Atlantic and Mediterranean,"Mediterranean Ave, Atlantic City, New Jersey, 08401",9,StreetName,39.36689011146604,-74.42930013248152,39.36789011146604,-74.42830013248151,39.365890111466044,-74.43030013248152
New Zealand,Hauraki Gulf,Hauraki Gulf,1,POI,-36.33332999999993,175.08333000000005,-23.92532999999993,179.9,-48.741329999999934,162.67533000000006
Tunisia,"Gulf of Gabès, Jan 2003-Nov 2004",Gabès,1,Locality,33.881290000000035,10.09809000000007,34.01429000000004,10.23109000000007,33.74829000000003,9.965090000000071
UK Engld Wal,Channel and Irish waters,"Waters, Michigan",7,Locality,44.87539000000004,-84.70087999999998,44.88539000000004,-84.69087999999998,44.86539000000004,-84.71087999999999
,Mediterranean coasts,Mediterranean,7,POI,34.135900041115825,-117.25917999999996,34.14131000000004,-117.25417999999996,34.131310000000035,-117.26417999999995
France,not specified,"Not, Vieux-Boucau-les-Bains, Landes, Nouvelle-Aquitaine",7,Locality,43.780500000000075,-1.3984699999999748,43.79050000000007,-1.3884699999999748,43.77050000000008,-1.4084699999999748
Antarctica,Weddell Sea/Bransfeild Str,Weddell Sea,1,POI,-72.99999999999994,-44.99999999999994,-57.00499999999994,-29.004999999999942,-84.9,-60.99499999999995
Antarctica,Mawson Sea,Mawson Sea,1,POI,-64.99999999999994,105.00000000000006,-45.00499999999994,124.99500000000006,-84.9,85.00500000000005
Antarctica,South Shetland-South Orkney Islands,South Orkney Islands,1,POI,-60.58332999999993,-45.49999999999994,-50.58332999999993,-35.49999999999994,-70.58332999999993,-55.49999999999994
Antarctica,"Weddell Sea, 1985-86",Weddell Sea,1,POI,-72.99999999999994,-44.99999999999994,-57.00499999999994,-29.004999999999942,-84.9,-60.99499999999995
South Shetland,South Shetland,"Shetland Ln, Bella Vista, Arkansas, 72715",9,StreetName,36.482766086746025,-94.3547901346984,36.48376608674602,-94.3537901346984,36.48176608674603,-94.35579013469841
,Eastern Atlantic and Mediterranean seas,"Mediterranean Ave, Atlantic City, New Jersey, 08401",9,StreetName,39.36689011146604,-74.42930013248152,39.36789011146604,-74.42830013248151,39.365890111466044,-74.43030013248152
Croatia,northern and central Adriatic,Central Adriatic Coast,1,Locality,44.11538000000007,15.237350000000049,44.61538000000007,15.737350000000049,43.61538000000007,14.737350000000049
South Africa,Zululand coast,"Zululand, Kwazulu Natal",1,Locality,-27.813740449999955,31.289726597000026,-27.085740449999953,32.01772659700003,-28.541740449999956,30.561726597000025
South Africa,not stated,South Africa,1,Locality,-28.997182287999976,25.085049940000033,-21.710182287999977,32.37204994000003,-36.284182287999975,17.798049940000034
Ireland,Off west coast,West Coast,7,POI,54.279960000000074,-9.825699999999927,54.284960000000076,-9.820699999999926,54.27496000000007,-9.830699999999927
UK,Plymouth (1972),"Plymouth, Devon, England",3,Locality,50.37617000000006,-4.136629999999968,50.44017000000006,-4.072629999999968,50.31217000000006,-4.200629999999968
UK Engld Wal,Severn Estuary and Bristol Channel (1972-1976),"1972, Ayent, Wallis",4,Postal,46.33582535200003,7.41008000000005,46.38782535200003,7.46208000000005,46.28382535200003,7.358080000000051
Russia,Kuril Isl.,Kuryl',1,POI,57.240500000000054,58.081000000000074,61.240500000000054,62.081000000000074,53.240500000000054,54.081000000000074
Chile,Chile,Chile,1,Locality,-29.999999999999943,-70.99999999999994,-9.483999999999941,-50.48399999999994,-50.51599999999995,-91.51599999999995
